ptype,floor_area,build_year,occupy,star,site_eui,ngas,water_use
Office,66800,1949,100,85,52.4,14959.1,1811.8
Worship Facility,29240,2004,100,89,31.3,539345.3,385.4
Office,102949,1923,100,1,250.6,3255799.7,7523
Multifamily Housing,61484,2006,100,29,60.8,1276140,3411.9
Office,199365,1984,100,94,46.3,1958456.8,3644
Distribution Center,90000,1954,100,80,80.5,2524753.3,119717.5
Office,1418610,1985,100,71,68.6,1127106,26010.5
Distribution Center,55580,1916,100,92,25.8,986876.7,181.4
Multifamily Housing,171325,1961,100,86,68.2,9408251.1,7123.7
Multifamily Housing,395000,1951,100,92,74.9,25058714.9,16182.9
Multifamily Housing,75075,1932,100,94,82,47846.7,3331.1
Multifamily Housing,76320,1942,100,58,100.9,6096588,6782.8
Multifamily Housing,70900,1930,100,34,100.9,226506.7,5711.1
Multifamily Housing,57946,1928,100,29,109.1,4715825.1,5559.5
Multifamily Housing,77300,1931,100,17,118.4,454904.6,3607.3
Multifamily Housing,78000,1931,100,80,73.8,2165600,4221.3
Multifamily Housing,79896,1927,100,1,196.8,6596000.1,6176.8
Multifamily Housing,154836,1932,100,88,71.2,9197430.9,7567.4
Multifamily Housing,58650,1942,100,33,95,4721119,2767
Distribution Center,61284,1965,100,79,35.6,2653801.8,669.8
Multifamily Housing,61056,1942,100,80,80.1,3771876.8,3199.5
Multifamily Housing,68248,1940,100,77,68.9,3848129.9,3336.2
Multifamily Housing,65687,1927,100,38,94.9,5333099.8,3216.6
Multifamily Housing,70000,1929,100,95,85.2,347185,529.3
Multifamily Housing,83405,1930,100,77,78.1,5483599.9,6694
Multifamily Housing,151450,1938,100,80,70.1,8988020.2,8818.8
Multifamily Housing,60000,1936,100,86,62.5,2941100.1,1805.8
Multifamily Housing,57486,1936,100,90,57.3,2630977.6,2419.2
Multifamily Housing,64819,1936,100,74,82.2,4563042.1,2898
Multifamily Housing,79830,1931,100,54,97.9,5877096.4,5763.8
Multifamily Housing,84000,1931,100,38,95.7,6922596.6,5472.2
Multifamily Housing,61950,1930,100,30,74.8,3955087.2,2579.6
Multifamily Housing,84070,1936,100,76,64.4,4148593.7,5177.3
Multifamily Housing,65820,1941,100,20,119.3,1806105.1,4598
Multifamily Housing,65280,1941,100,1,181.4,5685738.6,4284.3
Multifamily Housing,68495,1970,100,81,71.8,4122841.3,3432.1
Multifamily Housing,68495,1970,100,86,68.4,3937420.2,3209.1
Multifamily Housing,89781,1928,95,61,98.6,6923499.9,5703.3
Multifamily Housing,77524,1964,100,66,72.2,4439576.9,3993.8
Multifamily Housing,66216,1926,95,41,87,3400399.9,3647.5
Multifamily Housing,59274,1940,100,60,79.9,3889917,276.1
Supermarket/Grocery Store,66167,1977,100,62,253.3,4879700.1,3052.1
Multifamily Housing,77164,1936,100,74,69.1,4308099.8,3628.1
Multifamily Housing,75255,1937,100,83,66.6,3872200.1,31968.8
Multifamily Housing,77164,1931,100,61,80.6,5263838.8,5481.7
Multifamily Housing,59920,1938,100,2,112.8,5171489.8,2200
Multifamily Housing,79000,1941,100,5,98.9,5118700.3,5684.8
Multifamily Housing,97961,1939,100,73,74.1,6116900.3,4258.8
Multifamily Housing,97020,1932,100,82,73.6,5938136.8,4821.2
Multifamily Housing,52000,1930,95,74,99.4,4484599.9,3767.9
Multifamily Housing,58500,1937,100,91,62.1,236900,1726.3
Multifamily Housing,53000,1931,95,71,95.4,4244750.1,4676.1
Multifamily Housing,53500,2006,100,8,79.4,1954351.4,1206.3
Multifamily Housing,59626,1931,100,80,80,348080,4952.9
Multifamily Housing,68134,1938,100,62,82.9,4909399.9,2167.1
Multifamily Housing,58800,1935,95,33,99.1,5029940,3159.8
Multifamily Housing,52499,1951,100,74,85.1,3801487.9,2978.5
Multifamily Housing,73329,1970,100,97,53.1,3091096.2,2574
Office,444606,1915,90,70,77.8,2570240,9470.6
Multifamily Housing,82301,1970,100,95,57.4,3662459.9,3122.5
Multifamily Housing,115404,1970,100,80,70.8,5893169.5,5204.2
Non-Refrigerated Warehouse,54500,1964,0,84,31.7,1379829.9,279.8
Office,390400,1922,100,100,13.7,4400,56.9
Distribution Center,115313,1917,100,40,55.7,5148189.6,5929.4
Multifamily Housing,80500,2014,100,100,48.4,3316816.6,2719.2
Distribution Center,55150,1955,100,52,30.2,33045.2,289.1
Non-Refrigerated Warehouse,61940,1930,100,58,48.5,2200999.9,227.2
Distribution Center,51463,2006,100,58,26.4,749700,21
Office,64358,1931,30,99,34.5,1892305.9,2577.7
Office,96000,1931,50,81,41.7,1328406.4,1210
Non-Refrigerated Warehouse,65000,1975,100,82,24.2,1046500.1,395.7
Multifamily Housing,62797,2011,100,18,84.3,3509259.9,3272.7
Multifamily Housing,70800,1930,100,7,128.5,1734600,8602.6
Multifamily Housing,143674,2013,100,100,29.4,3056849.3,2900.9
Office,119990,1920,100,92,74,992713,1886.6
Hotel,69159,2007,100,34,111.5,3165550.8,3527.1
Non-Refrigerated Warehouse,100923,1913,100,79,42.2,2889965,1400.4
Multifamily Housing,65000,2010,100,72,78.8,3673826,2699
Multifamily Housing,88000,2007,100,14,110.2,5527489.4,10888.6
Multifamily Housing,53133,2007,100,10,96.2,3565602.5,2552.9
Multifamily Housing,130898,2007,100,8,99.8,8427599.9,6202.4
Office,651066,2011,100,75,77.1,9183953.8,11386.6
Multifamily Housing,137771,2012,95,77,74.8,8339763.3,3720.8
Mixed Use Property,52000,1918,45,73,72.7,2455950.1,355.7
Office,80000,1965,100,78,73,2575299.7,831.3
Office,275252,2005,100,82,83.8,5779103.4,4769.1
Multifamily Housing,72449,2010,100,63,70.2,2946143.2,3537.1
Office,124000,1926,100,90,64.5,4077466.7,1834.9
Office,86250,2010,100,20,105.6,3760613.2,2170.1
Office,140000,1910,100,82,76.8,6192726.4,994.2
Office,69000,1960,100,97,49.7,2069706.4,339.6
Distribution Center,110250,1939,100,14,62.1,2554300.2,175
Multifamily Housing,63120,2011,90,25,83,3089035.1,3018.1
Multifamily Housing,71588,2008,100,58,93.7,4829932.5,3539.5
Multifamily Housing,444000,1958,100,100,60.8,26982303.9,17272.9
Multifamily Housing,77372,1992,100,88,59.7,3338100.1,4992.7
Multifamily Housing,67870,2001,100,50,77.7,3050463.9,3385.7
Multifamily Housing,56000,1928,100,8,141.6,675664.8,8042.5
Multifamily Housing,575076,1950,100,31,121.6,55070418.1,47659.1
Multifamily Housing,202800,1979,100,71,80.3,13351306.1,11181.1
Multifamily Housing,152204,1937,100,95,50.8,6524889.6,5030.3
Multifamily Housing,53796,1926,95,39,141.3,6199600.1,5753.3
Multifamily Housing,97714,1935,100,19,120.7,9947954.7,6026.2
Multifamily Housing,55375,1929,90,71,85.9,3858600.3,2401.4
Multifamily Housing,70944,1956,100,70,76.5,4374294.1,2913.7
Multifamily Housing,95940,1960,100,53,104.3,8479712.6,3810.6
Multifamily Housing,111963,1970,100,93,57.4,4612199.7,4093.3
Multifamily Housing,100000,1939,100,100,9.4,350523.3,398345.4
Multifamily Housing,93964,1940,100,78,81.3,6534535.1,2840.4
Multifamily Housing,93964,1940,100,87,72.7,5785535.8,2956.3
Multifamily Housing,52959,1950,100,85,105.7,5102299.8,4329.8
Multifamily Housing,52000,1930,100,80,83.9,217900,2301
Multifamily Housing,52490,1939,100,57,88.7,3815833.2,3225.6
Multifamily Housing,59837.4,1931,100,52,111.1,469300,10896.9
Multifamily Housing,73080,1929,100,34,100.1,5920599.7,4561.8
Multifamily Housing,58000,1928,100,1,457.1,32045744.9,4445.2
Multifamily Housing,50232,1929,95,58,99.6,2390000,3860.3
Multifamily Housing,62790,1931,100,43,96.1,4975113.5,3673.7
Multifamily Housing,72591,2010,100,54,57,1664966,2283.8
Multifamily Housing,68770,1964,100,76,91.5,365750.3,9938.7
Office,37182,2012,100,43,69.6,24724.2,5971
Multifamily Housing,50000,1939,100,80,78.6,1100700.1,251605.7
Multifamily Housing,71166,1930,100,86,73.7,159633,2336.2
Multifamily Housing,61016,1928,100,73,81.3,229087.7,3741.8
Multifamily Housing,51431,1931,100,67,87.9,3876308.7,2793.2
Office,57820,1914,100,62,78.9,1525300.1,1974.9
Multifamily Housing,58000,1928,100,100,12.9,154278.5,4247.7
Office,69000,1935,95,1,446.5,14624701.2,3111.9
Non-Refrigerated Warehouse,116590,1958,100,57,61.1,7035264.5,269.1
Non-Refrigerated Warehouse,143895,1967,100,85,33.6,4550025.5,350.3
Multifamily Housing,88000,1929,100,69,84.2,486850,8792.4
K-12 School,273124,1962,95,95,58.7,13975579.2,775.6
Multifamily Housing,66100,1965,100,49,106.5,232337.5,6837.9
Senior Care Community,159572,2000,100,80,101.5,10394629.2,8760.2
Multifamily Housing,127338,2008,100,100,28.2,2612543.6,4121.3
Multifamily Housing,50100,1929,100,64,79.8,3408075.9,2283.1
Multifamily Housing,124710,1950,100,100,57.3,6888699.8,9472.5
Multifamily Housing,131250,1972,80,68,68.2,6108415.5,8560.7
Office,105500,1931,85,98,22.6,195829.9,239876.1
Multifamily Housing,112482,1969,80,86,70.9,6307500,7103.5
Multifamily Housing,136000,1969,100,13,144,20374358.2,14102.9
Multifamily Housing,204459,1939,100,100,34.6,5939450.9,6571.4
Multifamily Housing,95928,1939,100,92,53.8,4513083.2,3440.5
Multifamily Housing,48126,1939,100,93,62.4,2886933.1,2181.1
Multifamily Housing,64416,1939,100,93,63.9,4001232.3,2459.4
Multifamily Housing,127050,1939,100,83,65.7,7679404,4609.2
Multifamily Housing,97344,1939,100,85,55,4366646.6,4261
Multifamily Housing,90374,1939,100,93,57.5,4833286,3105.1
Multifamily Housing,124374,1939,100,88,65,7687909.9,4448.4
Multifamily Housing,77889,1948,100,59,84.9,4497300.1,5184.1
Distribution Center,93000,1960,100,27,79.1,3346267.5,629.6
Distribution Center,49634,1965,100,1,163.1,7050340.1,143.8
Manufacturing/Industrial Plant,58136,2008,100,87,74,2734316,478.6
Non-Refrigerated Warehouse,100000,1959,100,35,55.4,2934999.7,1310.2
K-12 School,300000,1968,100,98,58.6,12582100.4,4492.8
Multifamily Housing,67072,1996,100,77,64.7,3218831.8,4408.3
Hotel,185000,1962,100,25,156,10906799.8,12837.3
Distribution Center,104025,1955,100,58,54.3,5003235.2,202.4
Non-Refrigerated Warehouse,291454,1975,100,93,20.4,3923499.8,687.3
Non-Refrigerated Warehouse,85000,1961,100,80,24.6,1209726.3,283
Retail Store,63173,1959,90,52,124.1,379932.9,10306.1
Multifamily Housing,126448,1941,100,65,69.8,6386300.2,5680.6
Multifamily Housing,64356,1961,100,77,65.6,2937900,3901.3
Multifamily Housing,67022,1941,100,95,64.6,3698999.8,2957.8
Multifamily Housing,56344,1964,100,50,100.6,4359036.1,5886.9
Multifamily Housing,67810,1965,100,73,80.5,4544499.9,3831.7
Multifamily Housing,67810,1965,100,75,78.9,4448700,4882.6
Multifamily Housing,67810,1965,100,41,88.9,4542299.8,5287.6
Multifamily Housing,67810,1965,100,55,90.3,5067100.3,5876.9
Retail Store,40500,1950,100,46,112.8,3040300.6,658.2
Multifamily Housing,149414,1962,100,25,104,2031699.9,9138.9
Multifamily Housing,81128,1962,100,71,78.7,5301700.1,2664.6
Multifamily Housing,162450,1924,100,96,95.3,13254708.2,17286.9
Non-Refrigerated Warehouse,53000,1965,100,60,27.4,745800.1,178.8
Multifamily Housing,55500,1932,100,29,93.9,4123800.3,4745.9
Multifamily Housing,148066,1958,100,99,37.9,545100,8650.5
Multifamily Housing,145379,1956,100,100,16.8,777328.3,6477.6
Multifamily Housing,107000,1940,100,84,105.9,3978800.1,10163.8
Multifamily Housing,542151,1963,100,53,73.4,31276600.4,15926.7
Multifamily Housing,227577,1972,100,15,124,22150481,12513.4
Multifamily Housing,106308,1936,95,90,66,5877000,3814.5
Multifamily Housing,176000,1951,100,99,66.6,12116993.6,18713.7
Multifamily Housing,107952,1937,100,43,96.3,8596899.5,6747.1
Multifamily Housing,60000,1963,100,50,87.9,3746047.4,4578.3
Multifamily Housing,69445,1937,100,46,94.8,5820700.3,2865
Multifamily Housing,58278,1934,100,77,82.4,4159100,3165
Multifamily Housing,141824,1960,100,91,79.6,9260838.7,8788.9
Multifamily Housing,96000,1950,100,66,89.8,7214318.3,5301.4
Multifamily Housing,104000,1992,100,95,30.4,268548.4,8254
Multifamily Housing,109606,1939,100,94,56.3,4881099.8,5281.2
Multifamily Housing,113990,1951,100,86,82.4,7821925,6073.4
Multifamily Housing,118398,1941,100,93,66.4,6018367.1,3334
Multifamily Housing,109498,1951,100,86,77.9,6631299.8,5406.2
Multifamily Housing,75833,1939,100,78,67.9,4134808.9,1751.2
Multifamily Housing,75833,1939,100,78,68.1,4143493.8,1983.1
Multifamily Housing,75833,1939,100,74,70.3,4280641.3,2057.9
Multifamily Housing,75833,1939,100,86,63.8,3898935.4,1835
Multifamily Housing,75833,1939,100,80,66.4,4025358.4,2191
Multifamily Housing,50996,1939,100,77,72.9,2853798.9,1840.2
Multifamily Housing,53496,1939,100,96,53,2344922.6,1639
Multifamily Housing,68000,1942,100,26,129,7343791,5740.6
Multifamily Housing,109592,1937,100,99,65.4,5917999.9,4047.6
Multifamily Housing,69387,1937,100,50,85.8,4934699.9,2760.3
Multifamily Housing,170708,1964,100,13,110,15476299.8,14491.3
Multifamily Housing,91599,1956,100,89,59,4467400.1,5469.9
Multifamily Housing,53500,1929,100,100,6.8,187500,5849.8
Multifamily Housing,59760,1937,100,67,86.7,4472500.1,2887.3
Multifamily Housing,114168,1936,100,100,20.7,999700,4862.3
Multifamily Housing,123600,1937,100,54,86.9,8662342.1,1097.6
Multifamily Housing,147000,1954,100,39,110.4,13488701.7,11877.6
Multifamily Housing,172362,1950,100,98,28.9,149200,7751.3
Multifamily Housing,94990,1950,100,95,72.7,6758999.8,9529.3
Multifamily Housing,60000,1954,100,55,83.7,4244800.3,3334.8
Multifamily Housing,108000,1940,100,80,93.1,196781.2,3829.3
Multifamily Housing,62500,1939,100,80,67.5,3479023.6,3449.1
Multifamily Housing,78000,1940,100,89,74,4942725,3310.1
Multifamily Housing,106949,1937,100,30,103.4,9304971,3896.6
Multifamily Housing,116787,1938,100,77,76.3,6773366.5,3753.7
Multifamily Housing,72191,1937,100,88,65.2,3978993.6,2885.5
Multifamily Housing,103200,1938,100,47,89.2,7528400.6,4465.1
Multifamily Housing,94990,1950,100,78,72.3,5746299.9,7287.1
Multifamily Housing,102803,1929,100,56,84.8,6485400.2,6741.3
Multifamily Housing,88938,1939,100,59,83.5,6430100.4,4585.6
Multifamily Housing,72000,1948,100,87,76.3,4281228.2,3032.9
Multifamily Housing,106166,1939,100,74,74.5,6363400,3672.9
Multifamily Housing,57228,1951,100,51,94.2,4147800.3,4640.9
Multifamily Housing,88243,1929,100,57,103.4,8313500,6543.2
Multifamily Housing,59628,1937,100,50,96.2,82503.3,2524.7
Multifamily Housing,79164,1930,100,75,70.4,4732411.7,3677.4
Multifamily Housing,111000,1927,100,41,119.6,11677579.2,14670
Multifamily Housing,76956,1953,100,36,103.2,6351100,6544
Multifamily Housing,76510,1962,100,74,89.7,5291070.4,3802.3
Multifamily Housing,83000,1928,100,60,87.8,5955151,8276.4
Multifamily Housing,70000,1932,100,53,80.3,4678000,5383.4
Multifamily Housing,76230,1963,100,43,112.1,644796.2,7185.2
Multifamily Housing,58338,1928,100,30,99.8,5035522.4,5573.7
Multifamily Housing,154166,1970,100,93,58.4,4075149.9,7657.6
Multifamily Housing,57291,1925,95,19,113.4,5386000,4699.4
Multifamily Housing,76200,1965,100,8,153.4,8920099.9,5192.5
Multifamily Housing,90770,1950,100,65,88.1,280500,7221.7
Multifamily Housing,67416,1964,100,24,105.4,311875.1,3252.5
Multifamily Housing,53738,2013,100,57,74.1,2697906.2,2295.5
Multifamily Housing,94384,1931,100,92,65.2,5169438.9,5567.8
Multifamily Housing,74460,1935,100,59,83.1,545200,6607.3
Multifamily Housing,53040,1942,100,3,120.8,4329675.2,4665.7
Multifamily Housing,63980,1922,100,82,50.2,1532500.1,3409.7
Senior Care Community,150000,1995,100,55,130.2,13343933.2,9557.9
Multifamily Housing,401868,1952,100,57,86.8,26341788.2,8062.5
Multifamily Housing,415172,1953,100,54,84.4,25843079.6,19328.8
Multifamily Housing,334890,1950,100,29,110.1,29724579.5,7315
Multifamily Housing,71562,1952,100,58,77.3,4430100.1,6577.4
Multifamily Housing,58633,1932,100,69,74.9,3711199.7,3168.2
Multifamily Housing,73800,1951,100,87,80.3,4874098,4097.8
Multifamily Housing,53000,1951,100,34,120.1,5291070.4,3702.1
Multifamily Housing,74500,1950,100,70,91.2,5291070.4,6610.5
Multifamily Housing,435435,1958,100,76,68.4,22910936.3,16769.8
Multifamily Housing,415737,1958,100,79,76.4,25051499.8,16297.1
Multifamily Housing,253874,1959,100,72,80.1,15737424.2,12355.6
Multifamily Housing,61159,1936,100,79,67.7,3483499.9,2144.7
Multifamily Housing,56442,1925,100,10,129.6,6044498.2,5666
Multifamily Housing,65636,1951,100,82,71.5,3530499.8,4041.7
Multifamily Housing,80754,1947,100,36,94.6,6450016.8,5474.6
Multifamily Housing,104478,1937,100,99,41.9,2813162.9,3138.5
Multifamily Housing,66204,1952,100,24,125.4,5735213.8,6269
Multifamily Housing,170500,1946,100,79,74.1,1088709.6,4595.8
Multifamily Housing,104476,1937,100,81,69.8,6029670.2,5205.6
Multifamily Housing,75500,1950,100,69,90.6,5291070.4,4898.2
Multifamily Housing,79120,1951,100,87,88.4,6009300,5647.9
Multifamily Housing,75500,1950,100,59,93.4,5291070.4,5433.1
Multifamily Housing,73900,1953,100,100,10.1,427332.4,5498.9
Multifamily Housing,53394,1928,100,58,90.9,4101700.4,5078.7
Multifamily Housing,53394,1928,100,61,103.3,3990400,5659
Multifamily Housing,60000,1963,100,82,85.6,4107300.3,4243
Multifamily Housing,114800,1940,100,60,70.4,6794336.2,7737.8
Multifamily Housing,127859,1955,100,86,65.3,5941649.7,4595.6
Multifamily Housing,56636,1938,100,73,80.7,3965839.1,3186.7
Office,112588,1933,100,91,63.5,2297899.9,2922.1
Multifamily Housing,99169,1937,100,53,79.2,4975200.1,3292.9
Multifamily Housing,99169,1937,100,100,52.6,4975200.2,3292.9
Multifamily Housing,91441,1930,100,79,73.7,120616.2,4014
Multifamily Housing,103923,1932,100,41,111.2,10657000,4952.1
Multifamily Housing,112760,1937,100,74,76.4,7051500,3176.1
Multifamily Housing,129150,1940,100,100,14.8,1171800.2,3225.6
Multifamily Housing,117294,1940,100,100,23.3,1338700,6082.4
Multifamily Housing,77238,1953,100,21,118.8,6864552.5,6242.5
Multifamily Housing,50700,1937,100,60,88.7,4048200.3,0
Multifamily Housing,53268,1938,95,86,61.8,2680642.2,1974.9
Multifamily Housing,104368,1955,100,79,75.4,6173398.9,5625.9
Multifamily Housing,81900,1953,100,100,6.2,206735.1,3673.7
Multifamily Housing,86461,1927,100,68,93.5,6749199.8,8544.3
Multifamily Housing,50900,1927,100,63,109.5,5514199.6,8363.2
Multifamily Housing,69605,1960,100,95,45.8,2058600.2,2757.3
Multifamily Housing,59678,1927,100,84,78.5,3937550.9,5150.3
Multifamily Housing,69654,1955,100,61,92.9,5419721.3,7104.2
Multifamily Housing,100000,1930,100,35,99.9,7564799.1,17755.9
Multifamily Housing,76844,1929,100,59,100.4,7154799.6,8266.9
Multifamily Housing,50968,1928,95,77,85.8,3256099.6,4007.3
Multifamily Housing,66817,1941,100,72,80.3,1797100,3725.3
Multifamily Housing,176480,1956,100,99,29.4,1463406.4,14785.6
Multifamily Housing,328776,1958,100,51,111,31120999.3,32652.5
Multifamily Housing,276276,1959,100,61,101.3,23682400.2,28040
Multifamily Housing,148956,1951,100,45,95.4,11389099.8,27231.4
Multifamily Housing,65400,1941,100,66,86.4,4634084,3927.9
Multifamily Housing,54485,1937,100,52,121.5,23400,9014.7
Multifamily Housing,53000,1940,100,5,184.4,8395891.6,5035.1
Multifamily Housing,100332,1963,100,72,87.8,7163619.6,8749.2
Multifamily Housing,86333,1941,100,74,64.9,4525699.9,5289.2
Multifamily Housing,86180,1952,100,90,97.6,6227200,8001.2
Multifamily Housing,104646,1938,100,90,83.8,7112999.6,11445.9
Multifamily Housing,107618,1937,100,86,67.8,6214450.7,520.7
Multifamily Housing,77000,1939,100,100,17.5,469000,4893.8
Multifamily Housing,59596,1963,95,56,95.9,4534800,4491.3
Multifamily Housing,164493,1963,100,9,176.5,14384800.1,118.6
Multifamily Housing,71000,1956,100,70,88.8,5039520.7,11290.5
Multifamily Housing,52750,1962,100,32,109.6,4467099.8,4705.9
Multifamily Housing,72300,1983,100,72,75.4,4026219.8,4456.1
Multifamily Housing,97656,1940,100,74,82.9,6538727.4,6753.7
Multifamily Housing,55000,1930,100,1,249.1,1162400,21045.9
Multifamily Housing,74052,1962,100,14,111.2,6619227.2,7672.4
Multifamily Housing,121080,1961,100,36,106.8,10546024.3,12507.5
Senior Care Community,97800,1926,100,80,116.7,7588248.5,10489.2
Multifamily Housing,79713,1940,100,81,69.5,4869900.3,3221.6
Multifamily Housing,180000,1957,100,97,51.9,7772365.5,7948.5
Multifamily Housing,78401,1950,100,13,126.8,7961364.7,6039.9
Multifamily Housing,123228,1939,100,45,81,7300842.7,6869.8
Multifamily Housing,77724,1951,100,58,96.3,5668300.2,10089.4
Multifamily Housing,55526,1940,95,60,91.9,4060000.2,5198.1
Multifamily Housing,57340,1962,100,53,105.8,5052699.9,4914.7
Multifamily Housing,103163,1941,100,64,79.9,6966100.3,5750.3
Multifamily Housing,84466,1940,100,97,79.8,5733536.4,7161.8
Multifamily Housing,67898,1955,100,100,9,518506.2,5633.3
Multifamily Housing,68700,1961,100,60,82,4176520.3,3697.6
Multifamily Housing,71250,1940,100,30,105.2,6173599.9,6573.1
Multifamily Housing,69654,1941,100,90,66.8,3835472.4,5094.2
Multifamily Housing,97266,1961,95,60,94.7,7455500,7147.6
Multifamily Housing,75999,1939,100,52,77,5038378.8,5217.7
Multifamily Housing,64575,1963,100,12,136.5,2056100.3,6621.2
Multifamily Housing,83380,1962,100,90,86.6,6966799.8,9625.9
Multifamily Housing,77000,1961,100,49,101.4,1004256.1,6854.8
Multifamily Housing,61896,1962,100,12,120.3,6496967.7,7112.4
Multifamily Housing,64509,1929,100,17,128.3,7199899.9,957506.4
Senior Care Community,66462,1961,100,60,137.6,6493432.5,4582.6
Hotel,134645,2009,85,71,76.5,4843287.9,6646.2
Hotel,404861,1989,85,80,62.3,11565650.2,15443.8
Multifamily Housing,89580,1919,100,24,90.3,5445200.2,5094
Multifamily Housing,290000,1953,100,100,39.8,8037923.6,3698.7
Multifamily Housing,64200,1940,100,46,75.3,3702560.9,4714.5
Multifamily Housing,91000,2003,100,30,89.4,5803487.2,6882.1
Multifamily Housing,142954,1962,100,79,77.7,9023444.2,7743.1
Multifamily Housing,192655,1964,100,61,85.2,13250971.7,7817.7
Multifamily Housing,109796,1956,100,76,76.6,7034540.1,5671.5
Multifamily Housing,178486,1969,100,100,48.4,8208002.8,3491537.7
Multifamily Housing,178486,1969,100,94,61.2,8947425.2,75898.2
Multifamily Housing,130794,1986,100,30,85.2,7844000.1,261030.6
Multifamily Housing,207307,1963,100,52,65.2,8661199.3,9432.9
Multifamily Housing,66000,1964,100,41,104.5,5656872.9,6069.7
Retail Store,204340,2004,100,82,59.3,1691217.9,1145.7
Multifamily Housing,103819,1962,100,38,88.2,7143200.1,5420.9
Multifamily Housing,112760,1964,100,36,104.6,9778899.7,9896.7
Multifamily Housing,225240,1965,100,17,144.6,27233997.7,19013
Multifamily Housing,187985,1964,100,2,121.9,15146699.8,8622.8
Multifamily Housing,135625,1961,100,52,87.6,10555193.9,9578.8
Multifamily Housing,75360,1965,100,54,93,5364088.4,6585
Multifamily Housing,64469,1961,100,62,83.5,4939936.1,4557.4
Multifamily Housing,246293,1970,100,80,72.9,14021304.5,15581.2
Multifamily Housing,245636,1962,100,80,71.4,13308799.6,29869.7
Multifamily Housing,260708,1963,100,73,69,12021400.4,30938.7
Multifamily Housing,244889,1965,100,78,72.5,12758050,29009.5
Multifamily Housing,248056,1967,100,84,65.7,10783050.1,29967
Multifamily Housing,131283,1983,100,90,67.3,6758620.1,7845
Multifamily Housing,119348,1984,100,76,66.7,6133163.9,5344.8
Multifamily Housing,266136,1990,100,55,76.5,13466199.8,19224.9
Multifamily Housing,225240,1965,100,85,60.2,10222600.7,11506.3
Multifamily Housing,235440,1962,100,55,79.6,14146134,10895.2
Multifamily Housing,81730,1961,100,80,62.5,3700445.7,4707.3
Multifamily Housing,169490,1968,100,51,86.1,11073199.7,9632.7
Multifamily Housing,172551,1965,100,66,89.3,11102854.8,11440
Senior Care Community,62907,1970,100,30,173.2,7354499.5,8007.1
Multifamily Housing,265821,1988,100,48,76,14503600.1,14767.3
Multifamily Housing,146261,1970,100,95,57.9,6342922,5053.1
Multifamily Housing,580810,1960,100,53,92.4,42180263.7,46928.7
Multifamily Housing,81570,1962,100,49,99,443539.7,224415.6
Multifamily Housing,73658,1980,100,36,92.4,5515298.7,5892.1
Multifamily Housing,118954,2008,100,99,42.3,3085399.9,5862.5
Multifamily Housing,117920,1949,100,37,101,8230582.6,9336.8
Multifamily Housing,141920,1949,100,28,115.5,13449865.7,10399.4
Multifamily Housing,141920,1949,100,10,137.9,16352787.1,10065.3
Multifamily Housing,141920,1949,100,38,102.7,11657575.7,8307.9
Multifamily Housing,204340,1952,95,16,147.4,27581799.5,9936.4
Multifamily Housing,135100,1947,100,80,64.4,6949999.8,4631.7
Multifamily Housing,114600,1947,100,75,69.9,6414924,6447.9
Multifamily Housing,134006,1949,100,59,85.6,9068100,7380.3
Multifamily Housing,131340,1952,100,43,101.7,11409800.1,7630.9
Multifamily Housing,114590,1946,100,80,77.7,7246755.1,5458.5
Multifamily Housing,137000,1952,100,80,81.2,9134166.2,9542.5
Multifamily Housing,142260,1946,95,73,90.9,11662299.1,7449.8
Multifamily Housing,70500,1949,95,73,87.2,4760800.3,6948.7
Office,74575,1951,100,91,76.9,5762699.9,5715.9
Multifamily Housing,167196,1959,100,95,63.3,8486125.5,6669.6
Multifamily Housing,129954,1957,100,76,68.8,5980750.1,7037.5
Multifamily Housing,114631,1956,100,92,62.6,5188550,5141.6
Multifamily Housing,83420,1955,100,61,84,5937555,4939.4
Multifamily Housing,108000,1649,100,48,87.1,7917800,6596.3
Multifamily Housing,140450,1950,100,72,76.1,7791957,8760.4
Hospital (General Medical & Surgical),190934,1951,100,53,350.6,41363620.8,0
Multifamily Housing,208100,1962,100,62,82.6,13694270.2,8296
Multifamily Housing,62508,1958,100,49,99,4959799.8,4181.3
Multifamily Housing,574950,1964,100,93,86.6,41600656,26151.5
Multifamily Housing,173125,1962,100,79,68.9,9145538.5,5650.2
Multifamily Housing,135400,1962,100,40,102.6,10998040.8,7226.2
Multifamily Housing,141728,1951,100,67,82.5,9125124.9,5445.8
Multifamily Housing,127416,1952,100,56,107.1,11961899.8,5886.4
Multifamily Housing,172590,1959,100,78,63,8370818.9,7242
Multifamily Housing,68640,1952,90,64,88,5175800,5631.4
Multifamily Housing,172590,1959,100,73,66.6,9092520.5,5334
Multifamily Housing,70000,1959,100,69,85.2,4863124.7,2717.9
Multifamily Housing,78000,1960,100,100,69.5,5187579.2,2392.3
Multifamily Housing,120666,1941,100,57,79.6,7019500.8,5402.1
Multifamily Housing,102472,1953,100,64,88.2,7080836,5033.6
Multifamily Housing,72223,1949,100,38,97.3,5333800.5,3408.1
Multifamily Housing,130284,1943,100,60,87.4,462700,5415.7
Multifamily Housing,117000,1956,100,21,98.2,1131812.3,5553.9
Multifamily Housing,154410,1942,100,72,75.5,9273363.5,5861.7
Multifamily Housing,140617,1970,100,73,66,5975050.2,6778.4
Multifamily Housing,54996,1956,100,37,106.5,4655100.1,3689.4
