ptype,floor_area,build_year,occupy,star,site_eui,ngas,water_use
Multifamily Housing,147725,1910,100,62,71.5,167400,2785.7
Multifamily Housing,223312,1929,100,90,57.8,230035.6,4799.2
Multifamily Housing,61000,1926,100,89,65.6,191526.5,4605.8
Multifamily Housing,420000,1930,100,89,58.8,16520077.8,6994.3
Multifamily Housing,54976,1924,100,75,75.9,2067114,1797.6
Multifamily Housing,71907,1923,100,100,76,124162.4,3532.3
Multifamily Housing,638864,1931,100,10,74.6,31080277.3,17004.7
Multifamily Housing,173123,1950,100,43,81.2,10008256.7,5917.8
Multifamily Housing,131058,1925,100,30,81.8,128687.8,5256.6
Multifamily Housing,143791,1927,100,83,83.3,8784499.7,11831.9
Multifamily Housing,135739,1925,100,67,58.2,4968406.4,6090.4
Multifamily Housing,80281,1929,100,53,83.4,252751.6,3125.4
Multifamily Housing,468486,1900,100,64,57.3,19237277,9765.7
Multifamily Housing,99456,1928,100,62,93,269835.5,5029.2
Multifamily Housing,308337,1926,100,19,78.9,821407.1,9146.4
Multifamily Housing,75485,1941,100,15,153.7,4376985.9,3081.2
Multifamily Housing,77754,1985,100,1,105.1,296100,5434.8
Multifamily Housing,507774,1930,100,89,46.5,12417132.2,10395.8
Multifamily Housing,111854,1898,100,3,104.8,2759491.2,4332.7
Multifamily Housing,62434,1900,95,7,97.7,4084338.2,2073.6
Multifamily Housing,58723,1980,100,99,45.4,57322.4,1085.4
Multifamily Housing,162676,1928,100,100,64.6,8208163.6,4933.5
Multifamily Housing,118168,1909,100,93,60.9,4739974.8,2054
Multifamily Housing,107928,1903,100,31,98.5,1396306.9,5427.9
Multifamily Housing,193653,1978,100,71,39.4,469476.7,6861.3
Multifamily Housing,502881,1986,100,55,57.1,14249356.4,25180.9
Multifamily Housing,142884,1905,100,82,82.1,8693716.8,10965.7
Multifamily Housing,761255,1984,100,36,114.1,71633318.9,57605.2
Multifamily Housing,169695,1987,100,1,113.1,156410,7490.7
Multifamily Housing,66917,1916,100,79,68.3,3480486.5,2360.9
Multifamily Housing,56182,1903,100,16,130.1,176494.1,3256.9
Multifamily Housing,216606,1977,100,20,112.1,17417040.4,8853.2
Residence Hall/Dormitory,75000,1928,100,91,81.3,381380,8025.8
Multifamily Housing,57085,1924,100,77,76.1,3335049.7,2151.1
Multifamily Housing,98110,1927,100,6,87.2,4787100,3662.5
Multifamily Housing,61536,1911,100,100,65,158061.3,1952.8
Multifamily Housing,58491,1905,100,40,112.8,4794938.4,4452.6
Multifamily Housing,50590,1918,100,28,91.4,3622825.8,2301
Multifamily Housing,46142,1905,100,51,109.5,4326086.7,3060.3
Multifamily Housing,74654,1910,100,99,36.4,53300,2569.6
Multifamily Housing,126500,1929,100,71,85.2,72202.7,5156
Multifamily Housing,140170,1918,70,38,92.8,10096240.4,6980.8
Multifamily Housing,115000,1913,100,95,50.9,3227811.1,7270.7
Multifamily Housing,54105,1924,100,71,72,3076143,1894.1
Multifamily Housing,72000,1952,100,35,85.8,2842555.1,7591.2
Multifamily Housing,229234,1924,100,95,40.9,342340,8270.2
Multifamily Housing,120250,1925,100,84,63.4,2922100,3647.5
Multifamily Housing,58770,1926,100,92,68,116123,1678.4
Multifamily Housing,96992,1929,95,19,92.8,950430.3,4935.1
Multifamily Housing,104238,1924,100,95,59.1,4742809.1,2925.1
Multifamily Housing,86526,1914,100,100,15.4,181000,2851.6
Multifamily Housing,70080,1910,100,98,60.8,3206496.9,2096.8
Multifamily Housing,112880,1925,100,100,28.9,188350,2869.8
Multifamily Housing,77643,2001,95,94,62.7,431587.8,15
Residence Hall/Dormitory,402707,1972,100,63,90.5,1053690.9,24414.2
Multifamily Housing,234440,2005,100,9,96.5,13468460.6,8358
Multifamily Housing,229780,2008,100,14,93.8,12501412.3,10738.3
Multifamily Housing,150155,1910,100,42,63.7,3976799.7,3863.7
K-12 School,124260,1927,100,1,130.9,6290.9,1863.1
Multifamily Housing,393600,1904,100,93,43.3,998776.7,22026.7
Multifamily Housing,243601,2015,95,68,59.5,8897596.7,7869.2
Multifamily Housing,155000,1926,100,33,124.2,15360863,13187.6
Multifamily Housing,172085,1924,100,59,84.3,11068980.3,7490.2
Multifamily Housing,210068,2007,100,17,81.1,8624448.2,7038.4
Multifamily Housing,97665,1927,100,96,56.2,210361.3,3121.4
Multifamily Housing,71749,1926,100,75,68.4,4075076.3,2317.7
Multifamily Housing,115384,1917,100,61,93.2,845461.2,4398.4
Multifamily Housing,64615,1924,100,77,73.9,113122.6,2201.5
Multifamily Housing,110523,1927,100,71,67.7,665760,5799.7
Multifamily Housing,157952,2010,100,17,107,6572058.2,7344.4
Multifamily Housing,158147,1925,100,75,58.6,7347803.4,3458.2
Multifamily Housing,273684,1926,100,89,36.9,4309580.4,6561.9
Multifamily Housing,69273,1928,100,29,70.9,67292.8,2690.2
Multifamily Housing,113500,1954,100,91,71.9,6195282.5,2757.3
Multifamily Housing,75312,1923,100,100,56.9,36350.5,2713.8
Multifamily Housing,85836,1925,100,93,65,4448127.7,2436.4
Multifamily Housing,94525,1922,100,19,87.7,4933377.9,2396
Multifamily Housing,81821,1924,100,76,66.1,4429538.5,3489.8
Multifamily Housing,51600,1903,100,81,97.6,1393106.2,1400.4
Multifamily Housing,205908,2011,100,69,50.5,1639720.7,5439.8
Multifamily Housing,165000,1925,100,36,90.1,50121.9,7038.4
Hotel,111480,1910,100,70,124.9,12999065.6,22736.5
Multifamily Housing,236789,2008,100,9,103.2,16562618.6,15150.1
Multifamily Housing,108000,1923,100,47,77,6225900.5,4717
Multifamily Housing,132000,1929,100,100,20.1,1746122.9,628795.4
Multifamily Housing,61672,1926,100,81,63.9,103184,1843.2
K-12 School,75395,1967,100,82,55.6,2693051.9,771.7
K-12 School,67810,1914,100,82,75,3443522.4,844.9
Multifamily Housing,87000,2008,100,23,77.6,3218848.1,2225.6
Multifamily Housing,202927,1895,100,100,35.7,5076966.4,13571
Multifamily Housing,69337,1926,100,78,69.4,121993,1929.2
Multifamily Housing,605850,1999,100,54,67.2,18436093.2,25798.1
Multifamily Housing,578069,1998,100,31,92.3,38591224.4,24676.3
Multifamily Housing,528466,2001,100,15,98.6,38623201.8,18438
Multifamily Housing,356713,2003,100,22,94.7,24797898.6,14131.5
Multifamily Housing,740377,1999,100,44,74.9,39600417.5,22620.3
Multifamily Housing,447049,2004,100,22,77.9,20641059.3,8145.3
Multifamily Housing,292120,2004,100,2,112,22241633.3,13078.2
Multifamily Housing,640641,2009,100,57,66,23825667,21611.9
Multifamily Housing,478828,2009,100,2,72.2,14548399.5,14560.8
Multifamily Housing,258974,1963,100,54,61.2,609763.4,9462.1
Multifamily Housing,113128,1930,100,52,100.5,373323,6344.2
Multifamily Housing,113062,1926,100,44,100.2,301480,5814
Medical Office,45030,1917,100,66,133.1,119594,0
Multifamily Housing,143554,1925,100,80,60.4,6490216,6448.6
Multifamily Housing,107376,1924,100,92,63,5136867.7,2798.5
Multifamily Housing,211600,1929,100,84,61.8,273624.8,5264.7
Multifamily Housing,237816,1926,100,100,42.9,7434935.9,4245.2
Multifamily Housing,57000,1936,100,65,37,224945.2,3766.4
Multifamily Housing,79629,1930,100,97,64.1,550405.8,2226.2
Multifamily Housing,209664,1928,100,100,25.1,56889.7,5986.7
Multifamily Housing,100779,1925,100,79,58.2,140054.8,2719.2
Multifamily Housing,86236,1948,100,81,68.4,187709.6,2780.9
Multifamily Housing,85968,1925,100,77,70.8,4843068.2,1617.3
Multifamily Housing,210000,1930,100,76,55.2,2915088.6,5320.9
Multifamily Housing,172225,1924,100,58,75.4,397500,5483.2
Multifamily Housing,148000,1926,100,76,70.5,8390500.2,4137.5
Multifamily Housing,65600,1926,100,75,64.6,3222614.2,1647.6
Multifamily Housing,185471,1963,100,97,39,4773184.8,6781.8
Multifamily Housing,71578,1907,100,33,81.9,1559563,1472.9
Multifamily Housing,103168,1905,100,92,71,5688977.3,6648.4
Hotel,123075,1923,100,33,151,2495517.3,13097.2
Multifamily Housing,69707,1914,100,100,18.6,78000,1538.7
Multifamily Housing,116041,1927,100,91,62.3,185387.9,3493.9
Multifamily Housing,536418,1929,100,99,41.2,17366936.7,8124.6
Multifamily Housing,630643,1992,100,39,82.3,40658892.1,12951.1
Multifamily Housing,55120,1918,100,99,54.7,1249496.9,1463.3
Multifamily Housing,59825,1916,95,82,72.3,3619160.6,2363.1
Multifamily Housing,56949,1911,100,80,73.8,139830.9,2008.5
Multifamily Housing,145940,1929,100,78,70,7352818.4,5447.1
Multifamily Housing,242000,1926,100,88,53.4,9461799.8,4588.6
Multifamily Housing,60749,1924,100,55,81.8,4206729.8,4895.3
Multifamily Housing,246436,1930,100,65,65.6,352342.4,9727.1
Multifamily Housing,70642,1925,100,99,60.2,3372222.8,1761.3
Multifamily Housing,108503,1929,100,100,14.9,160728.4,2771
Multifamily Housing,88724,1926,100,75,68.9,5092830.5,2908.9
Multifamily Housing,70144,1927,100,36,88.8,143800,4833.2
Multifamily Housing,112293,1927,100,87,77.9,317171.9,5196
Multifamily Housing,130292,1929,100,91,62.6,6813734.1,3522.5
Multifamily Housing,116021,1937,100,60,80.9,182300,5475.7
Multifamily Housing,258000,1928,100,83,56.8,10067286,7397.9
Multifamily Housing,239797,1931,100,92,70.5,14007115.8,7090
Multifamily Housing,221760,1983,100,78,59.5,10416524.8,10899.5
Multifamily Housing,177679,1906,100,91,67.9,8685519,4547.8
Multifamily Housing,224531,1968,100,93,27.1,532371.8,11773.6
Multifamily Housing,137641,1940,100,73,72,8003079.9,4862.2
Multifamily Housing,210207,1968,100,66,75.4,525243.7,15071
Multifamily Housing,131341,1931,100,88,61.9,211837,4786.8
Multifamily Housing,109769,1911,100,70,70.1,94871.9,154259.4
Multifamily Housing,349345,1931,100,53,67.3,18141862.3,11359.9
Multifamily Housing,55535,1951,100,82,69.5,3132007.8,1635.2
Multifamily Housing,105625,1970,100,89,62.2,2909182.5,3289.2
Multifamily Housing,140380,1926,100,68,58.6,6323522.2,2800
Multifamily Housing,101658,1929,100,31,81.1,5848299.9,4018.5
Multifamily Housing,285850,1967,100,56,74.9,1014702.5,15859.9
Multifamily Housing,58000,1920,100,100,44.7,107424,1766.2
Multifamily Housing,176618,1917,100,97,48.1,536850,4647.4
Multifamily Housing,215984,1929,100,73,59,9839882.2,5180.3
Multifamily Housing,328688,1970,100,76,79.9,22390180,14732.9
Multifamily Housing,115910,1929,100,96,55.5,2396883.4,3000.4
Multifamily Housing,69305,1912,100,43,83.4,144022.5,3778
Multifamily Housing,106521,1927,100,51,38,61700,4878.3
Multifamily Housing,55471,1911,100,78,73.4,3239931,1963.6
Multifamily Housing,62852,1928,100,12,107.5,102994.7,2319.4
Multifamily Housing,59704,1914,100,77,70.8,3349224.7,1895.6
Multifamily Housing,124898,1926,100,77,67.5,6030989.9,3921.3
Multifamily Housing,70000,1930,100,100,54.9,3730121,2330.2
Multifamily Housing,186626,1889,100,19,80,10146636.7,9030.5
Multifamily Housing,64429,1931,100,74,91.4,106666.7,2028.7
Multifamily Housing,65360,1948,100,86,63.2,508476,2497.7
Multifamily Housing,69125,1926,100,70,65.1,3349190.9,2654.8
Multifamily Housing,66614,1925,100,32,99.1,142051.5,2107.6
Multifamily Housing,99404,1928,100,100,15.1,216060.6,3174.3
Multifamily Housing,57800,1912,100,74,73.5,3331996.3,1823.4
Multifamily Housing,96724,1929,100,85,60.8,4408302,4228.7
Multifamily Housing,79513,1914,100,100,53.2,142978,2051.6
Multifamily Housing,67334,1914,100,98,57.7,101435,1270.2
Multifamily Housing,101010,1930,100,100,17.8,224643.7,4753.8
Multifamily Housing,59408,1914,100,85,65,3074823.4,1536.1
Multifamily Housing,128343,1986,100,81,62.5,4908762.6,3651.2
Multifamily Housing,143000,1923,100,100,22.8,2200402.9,0
Multifamily Housing,61050,1990,100,32,86.4,3347286,2244.5
Multifamily Housing,170023,1974,100,30,99.2,12401150.4,10367.4
Multifamily Housing,187110,1970,100,33,68.8,4672219.7,9235.4
Multifamily Housing,151000,1926,100,64,62.6,6557628.4,4804.7
Multifamily Housing,55008,1925,100,99,45,1788194.8,2105.8
Multifamily Housing,235056,1928,100,69,74.7,14174057.3,9563.5
Multifamily Housing,107243,1956,100,84,67.7,5740677.9,3997.5
Multifamily Housing,472477,1966,100,99,44.3,17827859.2,10174.2
Multifamily Housing,61404,1925,100,93,61.7,135100,1661.8
Multifamily Housing,252831,1986,100,43,71.5,3006922.7,7492.5
Multifamily Housing,81030,1926,100,77,69,140000,3025.9
Multifamily Housing,200066,1929,100,91,64.1,263658.3,4626.7
Hotel,111270,1903,100,31,100,6954492.6,11113.9
Multifamily Housing,85942,1916,100,65,79.2,141200,1994.7
Multifamily Housing,100000,2000,100,7,117.2,232860,5985.2
Multifamily Housing,161929,1923,100,45,80.9,295084.9,8783
Multifamily Housing,165936,1913,100,22,55.6,6901960.7,4108.8
Multifamily Housing,61250,1910,100,1,185.5,89912.9,3521.7
Multifamily Housing,459259,1987,100,86,29.1,716081.8,14043.2
Multifamily Housing,104800,1925,100,59,60.3,3013500.1,3575.7
Multifamily Housing,65031,1900,100,89,71.8,3885970.9,2154.7
Multifamily Housing,69072,1923,100,73,67.7,126863.6,2006.3
Multifamily Housing,80328,1924,100,87,61.1,3786654.7,1970.2
Multifamily Housing,125000,1903,100,15,129.8,9393600.2,19020
Multifamily Housing,248628,1903,100,74,95.3,500,19896.3
Multifamily Housing,105772,1929,100,88,56.6,271021.2,3807.6
Multifamily Housing,75367,1912,100,59,80.9,4775390.8,2019
Multifamily Housing,70563,1986,100,96,54.8,3226439.9,2311.4
Multifamily Housing,71126,1913,100,83,73.7,4249828.2,2375.1
Multifamily Housing,148250,1920,100,97,55.7,206497,4956.9
Multifamily Housing,69025,1922,100,82,66.9,117090.6,3316.9
Multifamily Housing,164530,1924,100,43,68.6,7169800.1,6433.3
Multifamily Housing,96058,1923,100,66,72,4711594.4,3976.3
Multifamily Housing,76626,1915,100,15,115.8,1714309.7,4116.5
Multifamily Housing,157606,1986,100,43,82.4,227509.4,7422.9
Multifamily Housing,117470,1910,100,87,54.3,4848869.1,3447
Multifamily Housing,167416,1925,100,84,52.4,368600.2,5035.3
Multifamily Housing,177048,1912,100,57,83.6,11593541,10600.3
Multifamily Housing,90827,1920,100,19,115.6,3509619.5,6171.4
Multifamily Housing,141034,1917,100,77,70,8204069.9,7160.5
Multifamily Housing,62878,1920,100,36,132.3,748350.5,1065.2
Multifamily Housing,72431,1926,100,45,74.7,134912.5,2288.3
Multifamily Housing,223179,1924,100,66,76.7,339253,6705.5
Multifamily Housing,58515,1934,100,46,76.1,3584400.1,2173.5
Multifamily Housing,199483,1927,100,99,49.8,401800,4922.9
Multifamily Housing,162540,1917,100,96,46.3,5735009.8,3423.1
Multifamily Housing,277209,1925,95,91,56.1,12131902.8,8502.8
Multifamily Housing,51152,1900,85,73,81.2,3404927.6,2165.5
Hotel,191868,1916,100,23,102.1,10663900.3,17355.6
Multifamily Housing,99494,1927,100,64,69.3,5202343.2,3103.7
Multifamily Housing,56778,1948,100,22,81.8,169800,758.9
Multifamily Housing,210773,1929,100,81,63.5,355663,5990.5
Multifamily Housing,172368,1938,100,90,58,7764656.5,4254.9
Multifamily Housing,118935,1911,100,70,59.7,5549169.4,2622.8
Multifamily Housing,100435,1929,100,67,64.2,169242.4,4634.6
Multifamily Housing,83154,1907,100,59,105.6,6565087.6,10164.1
Multifamily Housing,133762,1909,100,100,47.4,4615039.4,3052.1
Multifamily Housing,183821,1920,100,89,54.3,7934564,5921.6
Multifamily Housing,52194,1924,100,82,71.2,2229390.9,1615.8
Multifamily Housing,105940,1906,100,58,66.6,978725.7,2699.4
Multifamily Housing,73000,1950,100,92,69.6,767542.3,2093.2
Multifamily Housing,387960,1939,100,63,84.4,20678302.1,11020.3
Multifamily Housing,88165,1926,100,96,43.7,177830,2485.2
Multifamily Housing,106395,1926,100,83,65.9,2436389.3,2927.9
Multifamily Housing,64968,1925,100,63,89.7,44200,2592.6
Multifamily Housing,158195,1924,100,65,74.4,185438,3874
Senior Care Community,238000,1940,100,93,108.8,1485900,25930.8
Multifamily Housing,155906,1938,100,82,62.9,7735197.1,4247
Multifamily Housing,110000,1915,95,82,64.4,600265.6,3608.9
Multifamily Housing,87129,1930,100,95,49.2,150484.4,2353.4
Multifamily Housing,95958,1985,100,59,88.1,160753.1,3256.3
Multifamily Housing,78611,1925,100,77,75,75403,2243.6
Multifamily Housing,53190,1922,100,29,105.5,99712.5,2409.5
Multifamily Housing,239764,1922,100,79,55.9,10610814.7,5756.3
Multifamily Housing,162140,1913,100,91,49.6,2072440,4340.6
Multifamily Housing,64000,1920,100,64,88.6,3760002.4,4733.6
Multifamily Housing,78725,1901,100,46,93.7,1669520.1,2556.8
Multifamily Housing,102791,1904,100,49,73.4,257072.6,335115.3
Multifamily Housing,75468,1925,90,63,83,192295,40.7
Multifamily Housing,153339,1929,100,97,65.1,422400,6089.9
Multifamily Housing,76290,1900,100,65,88.5,5229870.9,2079.4
Multifamily Housing,224000,1951,100,90,47.8,8114199.9,5226.6
Hotel,63360,1910,100,93,84.8,4598863.1,5393.8
Office,1497125,1971,85,73,113.1,4410116.1,29849.4
Hotel,92400,1898,95,24,158.6,1076919.3,7813.6
Hotel,63860,1962,100,1,424.7,21940867.5,9229.4
Office,67132,1890,100,100,7.7,23845.2,377
Office,150651,1922,100,52,127.2,327358,4566.1
Financial Office,536391,1896,100,93,59,934987.1,8537.2
Office,266058,1917,95,71,89.2,3400,8079
Office,64690,1913,100,44,110.2,1491803.2,4947.1
Hotel,107116,1900,90,46,68.9,116800,12636.1
Office,55138,1936,100,73,96.9,2704093.4,696.5
Office,159559,1925,100,79,71.2,4356529.4,4141.8
Office,91515,1928,100,60,81.4,28325.8,5990.3
Office,101422,1927,100,74,76.6,35821.5,4129.2
Office,58996,1932,100,49,109.6,334277.4,2574.8
Office,343328,1927,100,79,80.3,2235.5,18520.3
Office,68667,1964,90,64,91.2,1696799.8,1554.9
Office,63022.4,1918,100,79,47.8,237075.3,966.3
Office,58200,1930,100,38,135.6,1805390.5,3142.7
Office,118134,1930,100,41,148.8,4914955,9290.3
Office,1903582,1963,100,67,108.3,2271281,66664.5
Hotel,103429,2007,90,54,88.4,3355100.1,4459.1
Hotel,64727,2009,90,1,50621.6,323300,3407.4
Hotel,200000,1899,100,63,70.4,1881439.6,155.6
Hotel,272104,1902,100,7,162.8,2563227.2,18490.1
Office,533545,1964,100,76,102.3,0,11273.1
Multifamily Housing,180000,1963,100,18,95.1,344790.9,3506.3
Hotel,57707,1999,100,3,176.9,4839700,6239.5
Office,61971,1926,100,68,117.9,2184258.7,6280.8
Office,111008,1928,100,36,134.1,5272524.1,9193.2
Multifamily Housing,122528,1926,100,2,108.3,7377236.1,5168.3
Hotel,254829,1990,100,5,64.7,2711600,18427
Multifamily Housing,80293,1901,100,1,201.7,2707338.6,13920.5
Hotel,74485,1990,100,44,145.9,7501499.7,8733
Office,57653,1913,100,81,72.6,2843.7,712
Office,121086,1918,100,79,88,6509888.5,7099.6
Office,868350,1948,100,79,69.4,1738600.1,16621
Hotel,67140,1910,100,5,123.2,4324139,6160.2
Office,629814,1981,100,48,138,101630.3,23757.3
Office,1111437,1928,100,88,71.3,2341645.5,21740.9
Office,149292,1917,100,68,99.6,308003,5532.3
Office,1047403,2003,100,76,113.6,594493.6,1825.8
Office,156989,1916,100,80,89,586306.7,7738.2
Office,446650,1928,100,82,80.2,1684100,11873.8
Office,750000,1921,100,92,47.5,540700,12179
Office,1315485.8,1928,100,87,78.2,9300,23933.9
Hotel,678297,1924,100,64,108.6,54049165,15871.1
Office,100110,1920,80,70,60,463502.3,2395
Office,87016,1958,95,63,91.1,3556100.2,4348.9
Office,598058,1984,80,69,88.4,810784.4,8429.4
Office,755800,1955,100,86,63.7,945255.6,13431.3
Hotel,893750,1980,100,15,181.7,82529240,65366
Office,82576,2015,5,55,61.2,1150319,924.3
Office,353275,1986,100,85,101.3,1054075,7364.2
Hotel,230654,1926,100,67,81.1,1716200,19956.6
Office,342160,1932,100,77,72.2,690765,13441
Office,60063,1912,100,31,100.1,1013600.8,2801.4
Hotel,428000,1904,100,11,169.5,5035596.7,39194.6
Office,352951,1957,100,50,179.4,28267520.5,12209.1
Office,51387.3,1900,100,34,137,3681953.2,1260.5
Multifamily Housing,111310,1916,100,28,102.9,75000,2248.6
Office,291943,1929,100,77,70.3,1471891,6555
Office,559405,1923,100,73,75.1,5126999.9,17832.8
Office,577266,1987,100,81,80.6,1016587.3,16421.3
Hotel,72307,1952,100,59,83.7,1882836.4,808062.5
Multifamily Housing,55090,1915,100,2,153.6,82097,5674.7
Hotel,112951,2013,90,76,74,2986272.5,4124.2
Office,935359,1929,90,78,99.3,1361063.6,72902.9
Office,1563231,1967,100,78,114.1,1139823.8,24339.5
Office,743901,1958,100,74,96,885000,13352.7
Hotel,96000,1929,100,37,109,4133157.5,5749.7
Hotel,275000,2013,90,16,124.8,0,33131.5
Financial Office,251895,1984,90,78,75.8,2030563,10482.1
Multifamily Housing,62700,1923,100,82,56,2343559.3,1889.6
Hotel,410257,1924,100,43,127.4,30446801.3,27460
Hotel,350000,1990,100,58,76.8,2314900,148373
Hotel,1600000,1930,100,30,125,7384481,122578.6
Hotel,157462,1927,100,56,125.3,2302806.5,8319.1
Office,150950,1958,95,47,108,2328862.5,3088.7
Hotel,424661,1960,100,74,73.3,1121531.3,44726.8
Office,1800524,1969,100,52,143.8,1546715.6,34783.9
Office,614793,1958,80,85,77.6,1098043.7,6304.6
Office,291507,1984,100,48,92,547688.6,6352.4
Office,1113789,1986,100,78,68.7,402467.5,22396.8
Multifamily Housing,66386,1929,100,81,75.2,286795,13574.1
Multifamily Housing,216541,1956,100,52,73.7,11198899.9,8995.2
Multifamily Housing,96547,1916,100,80,65.3,143433.3,2573.4
Hotel,76190,1985,100,99,33.3,1984574.2,3342.1
Hotel,247600,1927,70,65,56.3,3444053.2,11330.9
Hotel,68308,1927,100,54,81.9,817800,609351
Hotel,111084,1920,90,30,122.9,6517800.2,6985.5
Multifamily Housing,129049,1960,100,72,69.6,5804666,6781.1
Multifamily Housing,217259,1910,100,39,88.1,608866.7,5108.9
Office,905021,2003,100,61,145.1,2396849.5,79306.3
Multifamily Housing,404293,1977,100,44,76.2,2937294,18280.9
Hotel,468907,1981,100,39,159.4,56235796.6,26084
Office,318952,1905,100,79,76,337142.4,5253.7
Office,730547,1960,100,54,119,1316257.6,19175.1
Office,148478,1932,100,71,91.7,3580540,4382
Office,624835,1960,90,86,68,298114,13440.2
Multifamily Housing,206872,1986,100,89,45.3,221239.4,7537.1
Office,201052,1929,100,81,75.1,1300851.4,3658.5
Office,185997,1929,100,45,99.1,2760.6,2903.4
Multifamily Housing,102877,1986,100,55,62.2,469984.8,1147.5
Multifamily Housing,60900,1970,100,77,87.4,195562,2678.6
Multifamily Housing,85245,1956,100,83,74.9,207763.6,4023
Multifamily Housing,228085,1979,100,40,96.1,2572836.4,10000.7
Office,743668,1974,95,91,78.5,0,6841.6
Multifamily Housing,71992,1928,100,58,87.3,79500,3362.1
Multifamily Housing,51576,1923,100,2,153.9,7020147.8,2367.6
Office,252324,1981,100,56,93.1,5451696.9,3889.3
Multifamily Housing,164629,1959,100,29,103,2496846.4,10125.6
Multifamily Housing,72409,1927,100,92,46.4,2687.5,2407
Hotel,71925,1931,100,73,130.7,268900,11382.4
Multifamily Housing,230470,2008,100,34,58.2,4780324.7,5925.8
Multifamily Housing,115020,1962,100,26,88.8,7655151.8,5971
Multifamily Housing,146549,1957,100,47,76.2,7343892.8,8307.9
Multifamily Housing,243473,1990,100,3,95.8,12115286.7,15421.1
Office,1289108,1970,100,66,117.3,188700,40996.2
Multifamily Housing,131902,2001,100,70,66.1,755777.5,9486.4
Multifamily Housing,87090,1940,100,48,86.4,5342191.1,4136
Multifamily Housing,82462,1959,90,63,52.8,1603006.4,7423.2
Multifamily Housing,408812,1929,100,79,92,29839317.3,22357.7
Multifamily Housing,110934,1929,100,64,80.8,7124578.9,4584.5
Multifamily Housing,215715,1927,100,82,98.8,5521788.1,15766.6
Office,210000,1921,100,91,66,7932700.7,2369.1
Office,325852,1950,100,77,68.9,3724.2,2821.7
Office,387000,1975,100,65,96.9,709511.9,18522.9
Multifamily Housing,361638,1977,100,38,87.3,23776326.2,18084.9
Multifamily Housing,63000,1960,95,36,128.2,7016329.8,2810.2
Multifamily Housing,192738,1960,100,92,62.2,8828915.5,13677.4
Multifamily Housing,75302,1978,100,10,123.2,2276596.9,4682.8
Office,150525,1928,100,80,62.6,1915.2,2499.6
Multifamily Housing,62145,1959,100,56,73.7,721875,1775.1
Multifamily Housing,105961,1940,100,46,76.6,5826041.2,4961.1
Multifamily Housing,71137,1962,100,1,117.3,147700,5786.2
Multifamily Housing,57042,1941,100,68,80,3187572.2,2210.5
Multifamily Housing,166199,2005,100,1,141.3,15012645.2,6593.3
Multifamily Housing,65000,1959,100,25,111.3,5628166.3,3452.9
Multifamily Housing,101131,1962,100,68,78.8,232460,4347.7
Multifamily Housing,95162,1927,100,5,84.5,3468679.8,1697.3
Multifamily Housing,180760,1947,100,56,68.1,3342750,6190.1
Multifamily Housing,98766,1929,100,94,62.7,157983.3,2200
Multifamily Housing,95347,1984,100,8,104.9,167050,5423.2
Multifamily Housing,77102,1930,100,94,58.3,3525330.3,2912.9
Multifamily Housing,148534,1927,100,98,25.9,166800,2926.4
Multifamily Housing,78964,1931,100,53,108.7,7425109.1,2222.5
Multifamily Housing,125000,1930,100,71,66.2,6352580.9,1820.8
Multifamily Housing,98800,1957,100,94,56,179110.6,2739.3
Multifamily Housing,93993,1930,100,29,82.9,5714556.5,2368.8
Multifamily Housing,98808,1925,100,93,62.3,63895,2378
Multifamily Housing,83795,1929,100,76,61.8,172575,1995.1
Multifamily Housing,86144,1930,100,16,90.8,5743725.2,22095.6
Multifamily Housing,88160,1930,100,23,88.9,5757819,2446.1
Multifamily Housing,480278,1951,100,37,75,697893.3,14368
Multifamily Housing,203535,1956,95,83,68.4,543116.7,10498.7
Multifamily Housing,319696,1955,100,48,75.6,394706.7,8433.5
Multifamily Housing,85610,1956,100,99,27.2,301936.7,3255.3
Multifamily Housing,189312,1983,100,1,120.6,10317199.4,14213
Multifamily Housing,147000,1949,100,50,71.6,7577090.1,4376.9
Multifamily Housing,125800,1960,100,16,109.7,190873.3,4763.6
Multifamily Housing,90000,1955,100,91,93.6,183323.3,2082.6
Multifamily Housing,90000,1955,100,98,70.2,213926.7,2899.4
Multifamily Housing,136655,1927,100,88,52.5,188985.1,3383.4
Multifamily Housing,93638,1927,100,72,72.5,5614633.5,2535.1
Multifamily Housing,105734,1970,100,36,47.7,251675,2926.4
Multifamily Housing,950000,1972,100,7,126.4,90299027.5,44961.7
Multifamily Housing,548505,1959,100,91,56.7,21611608.8,16933.7
Multifamily Housing,149394,2003,100,94,61.4,7669899.8,5644.1
Multifamily Housing,126343,2007,100,35,89.6,7739508.4,5785.1
Multifamily Housing,239958,2008,100,66,68.2,11295207.5,10397.1
Hotel,335897,1927,100,5,133.2,51821.9,26913.4
Hotel,57000,1905,100,51,150.6,1572700,60.1
Office,285562,1984,100,79,66.1,1078187.1,5470.9
Office,136733,1928,100,87,63.7,3535659.6,2297.3
Multifamily Housing,98246,1928,100,54,65.2,54000,1960.6
Hotel,320000,1960,100,47,122.3,22689222.5,29434.7
Multifamily Housing,151190,1917,100,34,90.5,173000,4810.1
Multifamily Housing,61821,1918,100,78,73.9,68171.9,1150.5
Multifamily Housing,52991,1901,100,1,151.6,6055824.8,4523.5
Multifamily Housing,194808,1923,100,99,55.2,115550,3907.8
Multifamily Housing,123000,1922,100,95,49.7,485093.8,2522.4
