bname,build_year,floor_area,occupy,water_use,ws_ngas,ws_elec,site_eui
Multifamily,1940,129150,100,3225.6,0.1,161878,14.8
Multifamily,1940,117294,100,6082.4,0.1,398306,23.3
Multifamily,1953,77238,100,6242.5,1,363495,118.8
Multifamily,1937,50700,100,0,0.9,124249.5,88.7
Multifamily,1938,53268,95,1974.9,0.6,176375.4,61.8
Multifamily,1955,104368,100,5625.9,0.6,394668.9,75.4
Multifamily,1927,86461,100,8544.3,0.9,262382.5,93.5
Multifamily,1927,50900,100,8363.2,1.2,18107.6,109.5
Multifamily,1960,69605,100,2757.3,0.3,330540.1,45.8
Multifamily,1927,59678,100,5150.3,0.7,212872.2,78.5
Multifamily,1955,69654,100,7104.2,0.8,302105.7,92.9
Multifamily,1929,76844,100,8266.9,0.9,359259.6,100.4
Multifamily,1928,50968,95,4007.3,0.7,198270.8,85.8
Multifamily,1941,66817,100,3725.3,0.3,185477.6,80.3
Multifamily,1956,176480,100,14785.6,0.1,856766.1,29.4
Multifamily,1958,328776,100,32652.5,1,1516443.2,111
Multifamily,1959,276276,100,28040,0.9,1223426.8,101.3
Multifamily,1951,148956,100,27231.4,0.8,721306.8,95.4
Multifamily,1941,65400,100,3927.9,0.8,228714.7,86.4
Multifamily,1937,54485,100,9014.7,0,236093.2,121.5
Multifamily,1940,53000,100,5035.1,1.7,255598.9,184.4
Multifamily,1963,100332,100,8749.2,0.8,460481.5,87.8
Multifamily,1941,86333,100,5289.2,0.6,301364,64.9
Multifamily,1939,67521,100,8501.6,0.9,248962.5,99.5
Multifamily,1952,86180,100,8001.2,0.8,425421.5,97.6
Multifamily,1938,104646,100,11445.9,0.7,486356.5,83.8
Multifamily,1937,107618,100,520.7,0.6,303455.5,67.8
Multifamily,1939,77000,100,4893.8,0.1,249794.1,17.5
Multifamily,1963,59596,95,4491.3,0.8,312954,95.9
Multifamily,1963,164493,100,118.6,0.9,791766.1,176.5
Multifamily,1956,71000,100,11290.5,0.8,361768.1,88.8
Multifamily,1962,52750,100,4705.9,0.9,345168,109.6
Multifamily,1983,72300,100,4456.1,0.6,360243.3,75.4
Multifamily,1940,97656,100,6753.7,0.7,347452.5,82.9
Multifamily,1930,55000,100,21045.9,0.2,771353.8,249.1
Multifamily,1961,121080,100,12507.5,0.9,683360.2,106.8
Multifamily,1926,97800,100,10489.2,0.8,940915.4,116.7
Multifamily,1940,79713,100,3221.6,0.7,184144.4,69.5
Multifamily,1957,180000,100,7948.5,0.5,452319.2,51.9
Multifamily,1950,78401,100,6039.9,1.1,497366,126.8
Multifamily,1939,123228,100,6869.8,0.6,441377.1,81
Multifamily,1951,77724,100,10089.4,0.8,472234.4,96.3
Multifamily,1940,55526,95,5198.1,0.8,258878.5,91.9
Multifamily,1962,57340,100,4914.7,0.9,282319.2,105.8
Multifamily,1941,103163,100,5750.3,0.7,315168.5,79.9
Multifamily,1955,67898,100,5633.3,0.1,28465.8,9
Multifamily,1961,68700,100,3697.6,0.7,308582.8,82
Multifamily,1940,71250,100,6573.1,0.9,229537,105.2
Multifamily,1941,69654,100,5094.2,0.6,230853.2,66.8
Multifamily,1961,97266,95,7147.6,0.8,439426,94.7
Multifamily,1939,75999,100,5217.7,0.7,228048.1,77
Multifamily,1963,64575,100,6621.2,0.3,484810.5,136.5
Multifamily,1962,83380,100,9625.9,0.9,75869.2,86.6
Multifamily,1962,61896,100,7112.4,1,270913,120.3
Multifamily,1929,64509,100,957506.4,1.2,302720.2,128.3
Multifamily,1961,66462,100,4582.6,1.1,747676.6,137.6
Hotel,2009,134645,85,6646.2,0.4,1594911.3,76.5
Hotel,1989,404861,85,15443.8,0.3,3933799.6,62.3
Multifamily,1919,89580,100,5094,0.7,765085.1,90.3
Multifamily,1953,290000,100,3698.7,0.3,991373.5,39.8
Multifamily,1940,64200,100,4714.5,0.6,330813.4,75.3
Multifamily,2003,91000,100,6882.1,0.7,660425.8,89.4
Multifamily,1962,142954,100,7743.1,0.7,582535.1,77.7
Multifamily,1964,192655,100,7817.7,0.7,900219.7,85.2
Multifamily,1956,109796,100,5671.5,0.7,389427.8,76.6
Multifamily,1969,178486,100,75898.2,0.5,578085.1,61.2
Multifamily,1986,130794,100,261030.6,0.6,950008.3,85.2
Retail,1964,462414,100,11152.8,0.3,9291594.8,93.6
Multifamily,1963,207307,100,9432.9,0.5,1227507,65.2
Multifamily,1964,66000,100,6069.7,0.9,354089.9,104.5
Retail,2004,725679,100,29303.1,0.1,22329915.3,117
Retail,2004,204340,100,1145.7,0.1,2998640.9,59.3
Multifamily,1962,103819,100,5420.9,0.7,565244.2,88.2
Multifamily,1964,112760,100,9896.7,0.9,569228.8,104.6
Multifamily,1965,100308,100,4314.4,0.7,403149.8,75.9
Multifamily,1964,108120,100,6378.6,0.1,471453,20.6
Multifamily,1965,225240,100,19013,1.3,1242016.2,144.6
Multifamily,1961,83964,100,4501.3,0.7,382657.3,81.9
Multifamily,1964,187985,100,8622.8,0.9,2010578.2,121.9
Multifamily,1961,135625,100,9578.8,0.8,642935,87.6
Multifamily,1965,75360,100,6585,0.8,435441.2,93
Multifamily,1961,64469,100,4557.4,0.7,310289.6,83.5
Multifamily,1970,246293,100,15581.2,0.6,1099262.8,72.9
Multifamily,1962,245636,100,29869.7,0.6,1166643.1,71.4
Multifamily,1963,260708,100,30938.7,0.5,1593728.7,69
Multifamily,1965,244889,100,29009.5,0.6,1184399.1,72.5
Multifamily,1967,248056,100,29967,0.5,1203330.5,65.7
Multifamily,1983,131283,100,7845,0.6,587021.9,67.3
Multifamily,1984,119348,100,5344.8,0.6,514493.5,66.7
Multifamily,1990,266136,100,19224.9,0.6,1924581.9,76.5
Multifamily,1965,225240,100,11506.3,0.5,814809.7,60.2
Multifamily,1962,235440,100,10895.2,0.6,1279412.2,79.6
Multifamily,1961,81730,100,4707.3,0.5,399531,62.5
Multifamily,1968,169490,100,9632.7,0.7,1032768.6,86.1
Multifamily,1965,172551,100,11440,0.7,1032050,89.3
Multifamily,1970,62907,100,8007.1,1.3,1010639.3,173.2
Retail,2010,621886,100,27758.4,0.1,18647414.8,95.2
Multifamily,1988,265821,100,14767.3,0.6,1611243.6,76
Multifamily,1970,146261,100,5053.1,0.4,454333.7,57.9
Multifamily,1992,69223,100,4697,0.5,482117.7,73.8
Multifamily,1980,73658,100,5892.1,0.8,370356.9,92.4
Multifamily,1948,177508,100,9206.6,0.5,592256.1,61.6
Multifamily,2008,118954,100,5862.5,0.3,557925.6,42.3
Multifamily,1949,117920,100,9336.8,0.8,615225.6,101
Multifamily,1949,141920,100,10399.4,1,744026.6,115.5
Multifamily,1949,141920,100,10065.3,1.2,794834.9,137.9
Multifamily,1949,141920,100,8307.9,0.9,739727.8,102.7
Multifamily,1938,304100,100,1575492.3,0.7,1070039.6,73.1
Multifamily,1938,235740,100,1306332.8,0.7,949320.4,76.6
Multifamily,1952,204340,95,9936.4,1.5,452101.2,147.4
Multifamily,1947,135100,100,4631.7,0.6,385391.8,64.4
Multifamily,1947,114600,100,6447.9,0.6,369177.5,69.9
Multifamily,1949,134006,100,7380.3,0.7,514862.6,85.6
Multifamily,1952,131340,100,7630.9,0.9,557684.3,101.7
Multifamily,1946,114590,100,5458.5,0.7,463077.4,77.7
Multifamily,1952,137000,100,9542.5,0.7,561428.4,81.2
Multifamily,1946,142260,95,7449.8,0.9,291746,90.9
Multifamily,1949,70500,95,6948.7,0.8,238471,87.2
Office,1951,74575,100,5715.9,0.7,319439.7,76.9
Multifamily,1959,167196,100,6669.6,0.6,597675.1,63.3
Multifamily,1957,129954,100,7037.5,0.5,705119.8,68.8
Multifamily,1956,114631,100,5141.6,0.5,454338.9,62.6
Multifamily,1955,83420,100,4939.4,0.8,301293.5,84
Multifamily,1649,108000,100,6596.3,0.8,416018.8,87.1
Multifamily,1950,140450,100,8760.4,0.6,815793.5,76.1
General Medical,1951,190934,100,0,2.1,7015318.4,350.6
Multifamily,1962,208100,100,8296,0.7,822750.1,82.6
Multifamily,1958,62508,100,4181.3,0.9,252052.1,99
Multifamily,1964,574950,100,26151.5,0.7,2375328.8,86.6
Multifamily,1962,173125,100,5650.2,0.6,610664.7,68.9
Multifamily,1962,135400,100,7226.2,0.9,585242,102.6
Multifamily,1951,141728,100,5445.8,0.7,611338.5,82.5
Multifamily,1952,127416,100,5886.4,1,482644.9,107.1
Multifamily,1959,172590,100,7242,0.5,579998.6,63
Multifamily,1952,68640,90,5631.4,0.8,244114.7,88
Multifamily,1959,172590,100,5334,0.6,582751.4,66.6
Multifamily,1959,70000,100,2717.9,0.8,311850.5,85.2
Multifamily,1960,78000,100,2392.3,0.7,68750.6,69.5
Multifamily,1941,120666,100,5402.1,0.6,595602.9,79.6
Multifamily,1953,102472,100,5033.6,0.7,456511.4,88.2
Multifamily,1949,72223,100,3408.1,0.8,401682,97.3
Multifamily,1943,130284,100,5415.7,0,431407.3,87.4
Multifamily,1956,117000,100,5553.9,0.1,799191.2,98.2
Multifamily,1942,154410,100,5861.7,0.6,578941.4,75.5
Multifamily,1970,140617,100,6778.4,0.4,834734.9,66
Multifamily,1956,54996,100,3689.4,0.9,265523.6,106.5
Multifamily,1956,87982,100,3971.7,0.4,538507.9,60.5
Multifamily,1956,86769,100,3798.2,0.4,639977.9,72.3
Multifamily,1950,288711,100,18084.2,0.9,1138319.7,100.9
Multifamily,2009,177752,100,4788.3,0.4,648069,52.5
Multifamily,1953,160791,100,7581.8,0.2,603294.7,35
Multifamily,1954,85427,100,4763.6,0.7,528217.7,86.4
Multifamily,1949,113094,100,5444.9,0.5,428028,71.3
Multifamily,1950,201428,100,11157,0.6,947173.7,72.9
Multifamily,1939,86098,100,2951.8,0.5,246483,55.8
Multifamily,1953,228690,100,13071.9,0.7,153845.1,69.6
Multifamily,1947,124001,100,5091.4,0.6,460096.1,74.7
Multifamily,1949,246706,100,7953.3,0.5,874469.8,65.1
Multifamily,1965,428836,100,29403.6,0.9,2689715.3,104.5
Multifamily,1963,101613,100,6229.8,1.7,424379.6,170.5
Multifamily,1963,101613,80,5703.4,0.7,446059.1,83.6
Multifamily,1954,74730,100,7821,2,641156.8,210.4
Multifamily,1949,105201,100,705750.3,0.7,577260.2,245.9
Multifamily,1949,151550,100,6306,0.6,566854.4,68.7
Multifamily,1929,70110,100,3781.4,0.8,235363.5,85.1
Multifamily,1939,113397,100,4239.2,0.7,530317.4,76.2
Multifamily,1953,194933,100,7902.4,0.6,887733.3,69
Multifamily,1946,177333,100,5629.1,0.5,539704.5,60.5
Multifamily,1962,298684,100,14708.9,0.7,1744724.4,90
Multifamily,1939,71838,100,2926.4,0.7,300769.9,80.6
Multifamily,1940,80010,100,3291.4,0.6,306369,71.9
Multifamily,1939,77000,100,2561.3,0.8,247829.1,87.5
Multifamily,1939,73020,95,2781.3,0.7,260201.9,73.8
Multifamily,1966,116770,100,6549.9,0.3,395847,35.3
Multifamily,1964,125251,100,7636.1,1.1,736412.2,139
Multifamily,1966,114510,100,6648.7,0.9,691670.7,118.9
Multifamily,1940,75382,100,2796.2,0.6,223828.8,66.6
Multifamily,1950,62100,100,2544.9,0.6,247619.9,71.7
Multifamily,1960,59975,100,2889.7,0.8,271673.1,90.4
Multifamily,1939,61930,100,4088.9,0.6,211729.9,71.3
Multifamily,1936,72800,100,8996.1,1.2,216081.4,121.5
Multifamily,1949,88310,100,2693,0.6,320050.7,65.7
Multifamily,1951,177375,100,8096.2,0.5,659699.2,64
Multifamily,1952,117338,100,4721.7,0.6,425010.4,65.5
Multifamily,1966,89565,100,2474.6,0.5,346268.3,61
Multifamily,1957,148739,100,7215,0.6,658202.3,73.5
Multifamily,1961,57400,100,3205.4,0.7,291410.2,88
Multifamily,1951,122085,100,4235.7,0.5,473748.8,67.8
Multifamily,1940,126660,100,4694.8,0.7,468769.1,74.8
Multifamily,1942,85200,100,5855.9,0.9,305128.8,108.5
Multifamily,1951,213900,100,9896.7,1.2,895341.4,132.7
Multifamily,1937,137500,95,6955.4,0.7,398622.3,70
Multifamily,1940,70435,100,2017.5,0.7,218308.2,72.5
Multifamily,1940,66483,100,2872.3,0.6,250334.1,67.5
Multifamily,2001,118864,100,5149.2,0.6,1115674.3,88.1
Multifamily,1941,70127,100,3197.2,0.6,219912.7,66.1
Multifamily,1969,105280,95,3328.1,1,629295,130.2
Multifamily,1941,75000,100,3241.3,0.7,282513.8,76.3
Multifamily,1950,128736,100,8721.5,0.9,568521,102.2
Multifamily,1951,128736,100,6425.8,1.1,596536.8,115
Multifamily,1956,250034,100,8183.7,0.7,951859.6,81.4
Multifamily,1951,60106,100,4533.9,0.9,264620,106.7
Multifamily,1940,152526,100,7987.7,0.7,450202.2,73.3
Multifamily,1941,83160,100,5079.3,0.9,268572.4,91.5
Multifamily,1940,55232,100,3102,0.7,177503.7,79.1
Multifamily,1940,97650,100,4228.4,0.8,318856.3,85.7
Multifamily,1940,97650,100,4916.2,0.8,355659.6,82.5
Office,1962,80860,100,4111.3,1,459627.3,120.6
Multifamily,1940,118125,100,5164.6,0.7,370874.2,72.8
Office,1982,389318,100,4807.1,0.2,4838570.4,62.2
Multifamily,1961,63112,100,2474.6,0.5,39198,51.1
Facility,1939,126533,100,483.3,0.2,164229.2,19.6
Multifamily,1996,117450,100,14477.1,0.4,473723.5,48.5
Multifamily,1963,685893,100,88211,1,5985866.5,200.2
Multifamily,1970,239190,100,14446.4,0.6,1492111.7,79
Multifamily,1982,58000,100,3352,0.8,319829.3,90.5
Multifamily,1930,52800,100,3556.2,1,398461.1,115.2
Multifamily,1956,392700,100,17016.1,0.6,1521225.3,69.3
Multifamily,1955,115654,100,3384.3,0.5,448016.3,62.5
Facility,1957,65000,100,170.2,0.5,0,44.4
Facility,1959,45150,100,314.2,0.4,365579.5,62.2
Multifamily,1963,68440,100,8108.1,0.7,259106.7,82.6
Retail,2005,75373,100,91457,0.7,3194990.7,213.2
Facility,1967,54495,100,83.3,0.3,213170,35.6
Facility,1930,88500,100,147.4,0.9,224951.5,97.1
Facility,1931,143840,100,3125.3,0.1,88280,14.3
Facility,1955,130000,100,511.3,1.1,715287.6,115.9
Facility,1965,55045,100,38.9,0.1,47191.7,10.8
Parking,1957,90475,100,373,0.2,504042.4,51.2
Facility,1966,44200,100,17027.8,1.2,138880.8,127.6
Facility,1963,54600,100,120.2,0,138540,10.7
Facility,1963,114500,100,684.9,0.2,52998,46.5
Office,1985,69500,100,529.5,0.8,135864.1,75.4
Retail,2000,65000,85,33.3,0.2,371142.4,35.3
Facility,1970,97650,100,302.2,0.5,446399.9,64.5
Other,1925,150000,100,20553.9,2,4933472.4,315.2
Other,1972,72000,100,418.2,0.4,154720.9,41.7
Facility,1954,150000,100,129648.5,0.2,304668.7,34.7
Facility,1950,200000,100,1427.8,0.2,1347565.2,39
Facility,1963,66000,100,198.7,0.1,228324.8,24.6
Facility,1943,86000,100,347.7,0,96309.5,2.1
Facility,1946,200000,90,218237,2,8450259.2,339.3
Facility,1990,82283,100,285,0.2,631942.5,30.5
Facility,1961,75428,100,27920.3,6.3,6420179.6,903.2
Facility,1954,53000,100,26.2,0.1,10126.4,6.5
Multifamily,1963,62102,100,31.8,1.1,791039.9,154.5
Multifamily,1972,66223,100,9035.7,0.1,1519188,90.2
Retail,1996,52336,100,1022.2,0.7,2039411.9,200.7
Facility,1927,70000,100,829.2,0,216280.5,30.7
Multifamily,1959,53310,100,3242.1,0.7,272943.6,88.1
Multifamily,1959,66924,100,4614,0.9,325487.6,105.7
Multifamily,1964,60706,100,3521.1,0.8,463557.9,97.8
Multifamily,1952,319025,100,28704.7,0.7,1364636.1,84.5
Multifamily,1972,120450,100,7193.3,1.2,1662728.9,165.6
Multifamily,1974,51723,100,4943.1,0.9,553701.2,122.9
Multifamily,1939,114590,100,4601.3,0.7,309164.3,74.1
Multifamily,1927,53468,100,3315.3,1,28628.4,90.2
Multifamily,1941,100080,100,5834.1,0.8,305320.9,90.1
Multifamily,1941,105304,100,5028.4,0.8,306012.2,82.4
Multifamily,1939,57288,100,3638.1,0.9,219791.8,94.8
Multifamily,1927,52600,100,2893.1,1.2,33654,116.3
Multifamily,1936,80437,100,4035,0.6,212062.4,66.5
Multifamily,1930,89971,100,4882.4,0.7,278359.5,76.3
Multifamily,1939,63000,100,3065.4,0.7,250555,77.1
Multifamily,1941,63000,100,2629.8,0.5,295245.3,64.5
Multifamily,1940,78643,100,4089.8,0.6,240531,68.2
Multifamily,1942,160968,100,7897.6,0.7,517789.5,72.6
Multifamily,1952,153606,100,6430.3,0.7,535935.5,76.2
Multifamily,1954,69000,100,2547.9,0.8,274679.8,85.6
Multifamily,1970,112801,100,5378.6,0.5,401124.3,61.4
Multifamily,1941,81666,100,3408.9,0.5,229232.2,60.5
Multifamily,1952,106140,100,6130,0.8,356367.5,95.9
Multifamily,1940,60000,100,4639.7,0.9,250039.2,99.3
Multifamily,1960,67000,100,3663.3,0.6,64942.9,61.5
Multifamily,1970,132712,100,5006.8,0.5,371844,57.5
Multifamily,1939,62160,100,2853.3,0.7,226244.6,73.6
Multifamily,1940,74228,100,2859.1,0.1,217792.8,15.5
Multifamily,1940,62010,100,1135.5,0.8,245555.5,87.4
Multifamily,1948,79056,100,6850.1,0,333096.4,16.7
Multifamily,1936,73620,100,4481.6,0.9,249512.5,91.5
Multifamily,1960,61190,100,3376.7,0.9,231729.6,94.8
Multifamily,1970,58539,100,3105.5,0.5,194771.3,68
Multifamily,1941,64520,100,5605.4,0.8,277121.4,97.8
Multifamily,1941,75754,100,2906,0,256101.2,15.8
Multifamily,1940,74228,100,2822.4,0,225974.4,14.6
Office,1941,41478,100,3171.7,0.6,199131.2,61
Multifamily,1953,68250,95,3440.3,0.6,275202.5,74.9
Multifamily,1963,129932,100,7072.1,0,586361.4,87.3
Multifamily,2010,51173,100,1375.8,0.3,186125.1,40
Multifamily,2000,60306,100,4231.8,0.6,306232.8,75.1
Multifamily,1956,66883,100,7837.7,0.8,330728.8,87.2
Multifamily,1940,74480,100,1047.9,0.6,190800,67.8
Multifamily,1939,142798,100,0,1,614854,112.1
Multifamily,1939,142798,100,8159.3,0.8,336827.4,82.7
Multifamily,1952,131868,100,7469.3,0.8,518551.3,90.9
Multifamily,1939,163625,100,0,0.6,333171.8,64.1
Multifamily,1956,55170,100,2704.2,0.7,214969.4,79
Other,1956,57600,100,2423.7,0.6,274290,73.2
Multifamily,1963,97104,100,6188.6,0.9,554399.9,104.2
Multifamily,1963,77700,100,4763.6,1,380908.5,105.5
Multifamily,1962,115200,100,5156.3,0.7,466028.9,74.8
Multifamily,2000,60306,100,4964.4,0.6,307075.6,75.9
Multifamily,1970,264212,100,11824.5,0.6,1292324,80.3
Multifamily,1958,54271,100,4871.4,0.8,190120.4,86
Multifamily,1986,50200,95,2756.3,0.5,257701.9,73.2
Multifamily,1947,82403,100,4038.3,0.9,231721.9,95
Multifamily,1970,177710,100,6766.1,0.6,812906.6,78.4
Multifamily,1950,77300,100,7684.7,1.2,404241.1,126
Multifamily,1939,80831,100,2463.3,0,319577.9,71.6
Multifamily,1939,85140,100,4041.7,0.6,429056,73.9
Multifamily,1964,112800,100,4993.3,0.8,525259.8,101.6
Multifamily,1953,125216,100,4955.1,0.7,590038.7,97
Multifamily,1953,86136,100,7632.4,0.7,530207.8,88.8
Multifamily,1955,100100,100,5373.3,0.7,513604.5,101.5
Multifamily,1961,127400,100,5529.3,0.6,531018.7,77.8
Multifamily,1948,112460,100,9088.3,0.9,644217.2,110.6
Multifamily,1939,84472,100,3857,0.5,310969.4,62.1
Multifamily,1941,149783,100,4039.5,0.5,563398.5,60.3
Multifamily,1950,58350,100,9255,0.8,322605.1,132.5
Multifamily,1965,94769,100,4454.1,0.6,351906.3,71.2
Multifamily,1992,65687,100,5068.1,0,260079.5,16.3
Multifamily,1950,137120,100,5611.7,0.6,539828.7,69
Multifamily,1954,55967,100,2878.5,0.8,245581.7,98.6
Multifamily,1941,74880,100,3883.5,0.9,213775,91.8
Multifamily,1948,72025,100,3952.7,0.7,338210.3,77.9
Multifamily,1940,67690,100,3129.1,0.6,206720.5,68.1
Multifamily,1957,96003,100,3490.4,0.5,400076.9,68.1
Multifamily,1991,164168,100,6157.3,0.4,529719.5,54.7
Multifamily,1957,58874,100,2589,0.8,247603.6,95.3
Multifamily,1954,106365,100,4878,0.8,494300.5,91.3
Multifamily,1920,94648,100,2722.9,0.8,582298.8,107.3
Multifamily,1931,73500,100,4312.5,0.9,582298.8,119.4
Office,1997,31725,100,5170.6,0.1,749365.9,44.1
Other,1941,22256,100,2515.6,0.4,1341567.8,114.7
Multifamily,1965,575600,100,23865.5,0.8,3764502.6,94.9
Multifamily,1965,190000,100,8497.1,0.9,423999.9,95.6
Multifamily,1932,99254,100,3527.8,0.1,434486.7,106.8
Office,1930,81411,100,7793.6,1.5,2168304.6,225.5
Multifamily,1939,81510,100,2880.9,0.6,401660.7,69.5
Multifamily,2004,124921,100,5832.1,0.9,1409271.3,122.4
Multifamily,1975,92050,100,5488.5,0.7,492931.1,82.7
Multifamily,1929,51428,100,2834.9,0.8,214218,97.1
Multifamily,1941,139392,100,6585.1,0.7,405604.3,70.9
Multifamily,1933,53410,100,2575.1,0,280991.5,131.7
Multifamily,1918,66600,100,2341.4,1.5,212461.3,146.6
Multifamily,1952,123172,100,7299.9,0.8,493460.2,86
Multifamily,1932,148181,100,4803.2,0.4,553301.4,54.4
Multifamily,1933,101127,100,3268.2,0.5,281297,54.8
Multifamily,1938,94744,100,4216.8,0.6,238311.1,60.1
Multifamily,1937,124091,100,2820,0.5,300173.3,52.1
Multifamily,1942,97819,100,3756.7,0.4,273130.3,49.9
Multifamily,1923,142015,100,6337.5,0,533454.2,81.8
Multifamily,1954,78087,100,4115.4,0.6,252518.3,69.3
Multifamily,1950,140196,100,12126.7,0.7,654911.4,86.7
Multifamily,1931,64716,100,3523.3,0.8,254874.5,88.8
Multifamily,1931,64716,100,2428.9,0.7,235529.8,80.1
Multifamily,1956,112536,95,4810.7,0.6,582259.7,77.5
Office,1920,63675,100,4908.7,0.8,267692.2,88.5
Multifamily,1979,79362,100,5674.4,0.6,362107.6,72.6
Multifamily,1930,55200,100,4083.6,0.6,16258.7,55.3
Multifamily,1932,106000,100,6966.6,0.7,328457.8,73.4
Multifamily,1960,150000,90,8808.5,0,140347.3,6.1
Multifamily,1925,88272,100,4334,0.7,93761.7,70.3
Multifamily,1939,103012,100,4730.5,0.7,306236.7,77.3
Multifamily,1924,63350,100,2488.8,0.6,193734.4,67.3
Multifamily,1941,164336,100,4646.9,0,560958.3,79.1
Multifamily,1952,134080,100,4757.6,0.6,339928.5,63.2
Multifamily,1932,58864,100,4281.8,0.8,240509.5,91
Multifamily,1973,213644,100,11258.2,0.2,1720090.1,49.7
Multifamily,1929,60736,95,2422.9,0.8,231617.6,85.5
Multifamily,1929,68090,100,3309.4,0.6,212160.3,65.9
Multifamily,1974,196420,100,9920.5,0.3,2228678.1,66.3
Multifamily,1938,60879,100,2678,0.9,183787.4,90.7
Multifamily,1939,65000,100,2251.5,0.8,190464,86.1
Multifamily,1940,60000,100,3110.7,0.7,201653,74.5
Multifamily,1937,56636,100,3062.5,0.6,247874,73.7
Multifamily,1937,57909,100,2357.9,0.7,234547.5,82.8
Multifamily,1940,74242,100,2707.6,0.6,178584.9,112.1
Multifamily,1937,57518,100,3488.4,0.8,247669.2,85.7
Multifamily,1939,55156,100,2105,0.7,202700,79.4
Multifamily,1925,106909,100,6093.6,1,335732.7,106.9
Office,1989,371000,100,8966.9,0.2,6884486.3,79.2
Multifamily,1927,125343,100,6303.1,0.6,614120.4,76.9
Multifamily,1930,90500,100,4142.7,0.6,351217.8,76.2
Multifamily,1933,54404,100,5412.2,0.7,182131.2,72.2
Multifamily,1933,67136,100,5098,0.6,211022,69.7
Multifamily,1931,77427,100,2324.2,0,452023581.5,18459.5
Multifamily,1940,91500,100,4065.3,0.6,345102,76.5
Multifamily,1948,158032,100,6531.2,0.6,559351.9,75.1
Facility,1920,53660,100,1.3,0.1,731733.1,52
Facility,2013,59589,90,69.3,0.2,204387.1,31.4
Multifamily,1928,57716,100,8035.6,1,232477.3,115
Facility,1970,123000,100,180.3,0.2,235600,27.3
Facility,1969,87969,100,647.2,0.1,486038.4,30.5
Facility,1950,74224,100,589.2,0.3,11380195.2,546.5
Facility,2007,74009,100,106.1,0.3,186779.3,35.4
Facility,1947,104079,100,69,0.2,268686.4,29.3
Multifamily,1960,295000,90,32871,1.6,1558045.5,167.1
Retail,2000,121731,100,1735.3,0.4,2116754.1,96.3
Retail,1960,60713,100,5011.8,1,2127786.7,215.4
General Medical,1971,56433,100,1109.4,0.3,1259999.8,104.3
Retail,1955,78500,100,1867.9,0.2,1063960.6,62.2
Multifamily,1956,236701,100,11248.5,0.8,1382002.3,98.8
Retail,1988,154000,100,4291.6,0.4,1289687.6,71.1
Multifamily,1985,122805,100,7841.1,0.6,517611.7,68.5
Facility,1970,160000,100,149708.8,5.3,7602071.3,697.9
Food Service,1960,55000,100,816.6,1.7,552197.9,205.8
Facility,1919,156000,100,1017.4,0.8,1639248.2,91.7
Other,1930,65000,100,1088.7,0.6,48476.6,55.4
Retail,1996,111000,100,154866,0.1,2250340.5,80.5
Education,2005,92705,100,2384.4,0.4,1142278.8,74.2
Retail,1985,50000,100,180779.2,0.8,3272300.4,228.8
Retail,1998,139899,100,1894,0.3,2520236.3,86.2
Retail,1998,119500,100,2660.6,0.7,3491534.3,162.1
Retail,2000,79800,100,1947.2,0.4,1630339.5,101.9
Office,1990,85826,100,3068,0.2,2717697.2,95.1
Office,1985,62545,100,1302.8,0,930257.2,54.9
Hotel,1990,63063,100,4749.7,0.2,728715.8,58.4
Multifamily,1971,64218,100,3578.4,0.7,359459.4,79.8
Office,1991,148000,100,78.5,0.2,339962.5,26
Multifamily,1971,76200,100,8741,1,1113492.6,143.5
Multifamily,1971,80703,100,7530.6,0.4,2243982,129.2
Multifamily,1968,76000,100,5307.4,0.1,1602258.4,78
Facility,1983,84641,100,506.2,0.2,311838.2,27.9
Office,1950,90000,95,4773.2,0.2,436862.1,36.6
Facility,1994,465667,100,8110.4,0.6,24875069.6,213.5
Multifamily,1957,499960,100,32957.8,0.1,2531367.8,125.5
