Real,Predict
89.1,138.15933506785933
72.6,77.35145290078597
83.4,45.066827378343
76.2,133.62594457381098
72.4,30.90205419894101
37.8,79.43743024074683
87.2,146.40021699151498
105.2,153.61150211609257
83.3,135.51872646459287
50.1,-28.79134589329039
97.9,-18.43330011083839
108.1,100.03197964926076
106.1,288.8616395517201
106.5,147.94453891408412
73.0,118.37419466666933
229.9,278.42336417400037
122.6,34.42831184720386
139.0,403.91013925268044
67.9,112.32933775440824
67.0,106.52048843362803
104.2,187.23905119359003
101.1,22.170113646945744
91.9,144.62651614590908
69.7,129.16564676348273
73.9,117.60944154661274
98.9,149.08054310834183
97.1,140.06417651897223
79.8,125.09264993538443
125.5,-282.6910358407777
119.3,-79.83205107048668
93.7,150.41108220621072
54.1,22.56422653761542
90.9,168.47471059619775
28.0,76.90047078974528
69.7,116.36139260516339
95.3,-101.45412245384594
79.1,126.51222493668836
51.0,91.10572251529803
99.3,185.15666617328776
80.9,-24.369813226041643
79.9,-13.895538684671791
116.7,-14.745267731782441
98.5,69.72421327894418
47.7,63.699167360232195
69.1,119.41913401319815
64.1,104.62561738808543
96.6,151.5566010224563
41.7,90.21142986854203
127.6,133.38641096010386
115.4,-156.743612223683
34.1,25.433314374798634
42.8,-47.625595781806766
99.5,156.1376344888937
72.3,124.45470267707253
247.0,32.80325443586541
82.4,133.22079964639613
130.6,63.383340493504704
78.5,125.17326555493662
82.7,132.34819464306446
112.6,181.29466267617053
82.8,160.9535783747175
63.3,169.72455981933987
79.3,133.6189125377379
96.3,-229.5195166515486
92.6,182.59224038498533
90.9,136.6154439387837
88.7,51.67120282328103
58.1,65.31880542974528
121.8,165.5918109041711
82.6,134.3280244281962
88.0,134.90319928291493
153.6,99.13440428670297
49.3,-25.811915008924018
85.7,215.92064060812953
110.6,190.31554954669934
73.3,126.1669293624647
61.0,102.42062115210803
67.9,115.32168871023558
337.5,720.19815431994
70.8,123.19338667934933
104.5,157.30131791127894
121.8,190.51276082228358
82.0,154.56757680651754
69.1,128.3504960845122
96.0,149.18825423753594
78.9,114.03356723937415
97.6,189.6342603733127
15.0,20.79355430388846
68.0,117.65605556110096
66.0,94.10776980412172
95.3,186.0061444222075
100.1,155.07253930656137
93.2,-72.77866604124759
74.1,-29.861894552165083
79.7,145.91929755597562
88.9,140.320204279532
78.5,134.02729485925715
83.2,135.27265024594638
66.8,116.02711902576647
102.0,149.0963557190762
114.2,71.17977686080613
64.7,114.14351742729261
93.8,139.27431545024547
101.8,179.2484408460474
95.8,51.333126707627315
58.5,95.4073409064693
53.4,93.88779147086217
95.5,145.8748148775643
139.9,211.80776378899034
81.5,-7.726933638857062
76.2,132.78448457632726
71.8,119.91410250132589
90.1,163.37360308540417
89.9,136.15015088556618
99.3,182.83081861862988
61.1,101.87738601202061
101.3,164.63826817460176
67.0,102.58927411890531
103.0,24.08617958834462
90.3,60.440009347511136
123.9,180.05675550871638
94.2,311.04888194111885
92.4,120.27004921560413
75.4,129.14388988606152
117.2,249.18600148062117
42.4,25.316742305338565
102.0,147.61502598598176
72.9,124.39742642455712
132.6,-122.4885973640965
81.4,139.1814674809871
91.5,55.19894021076986
72.1,113.2053298917372
68.9,-15.536748636629923
85.8,137.0472689749005
93.0,172.12794909439475
69.4,55.27949742517628
37.4,-462.23645364025026
81.4,11.006382840122342
191.8,501.90934506853694
56.6,70.5718000559107
111.6,111.30471660566765
118.7,157.1099120157732
82.7,151.6738481163864
91.0,239.5542866375668
125.9,193.05071273126953
116.0,179.49065124134484
96.0,-226.85048478116727
83.3,131.43541271780424
38.2,85.87697269316735
107.4,115.22788663554736
75.3,43.300664053000496
103.2,155.26350998078152
77.9,131.2106900051869
79.2,157.71838066606801
40.8,101.08738734545582
69.4,53.381832908380375
68.8,118.73610124874145
68.1,112.96065110185457
75.7,138.77286005706077
94.4,44.24787534168588
85.8,131.05879716669355
77.4,132.94275982270022
82.6,133.13988443656257
68.0,111.377852148193
81.9,159.4090801753492
69.0,118.2198409004375
72.0,120.21113053393108
81.2,153.15547012105168
153.8,214.38212825262508
64.4,92.05673222964896
56.7,23.277233925859377
146.5,64.78283112890918
17.1,19.77826154008937
119.8,64.50043112849804
75.5,124.61106328114445
64.2,122.21714963255192
55.8,116.98351662181736
104.3,247.3871506755994
81.9,130.7280601948384
85.6,151.74634795376753
68.1,122.75991942808714
60.3,110.32749673658394
113.4,71.86749600308487
70.3,-148.36303789213264
72.9,28.740171179114895
56.4,56.95322176344396
60.4,107.60453044481542
94.3,154.42800807751814
86.0,66.54285141671684
59.1,45.521676690631196
102.5,95.95948221591398
76.8,127.52280323002222
84.5,134.391008198659
154.8,320.3774456169316
66.0,116.71834895261244
100.9,154.7679843618923
92.4,195.90661803392146
72.1,50.3294328836263
79.9,140.50359334444732
132.6,769.7029968488033
113.1,90.16081459051071
103.2,152.6840222524205
63.7,113.92374764389692
58.9,102.19664930632217
69.9,112.77926747331888
55.6,89.6885184343245
76.9,124.60266041757379
64.3,150.05315881628852
54.5,87.01964728158104
144.8,209.80863663095968
95.0,58.98362146539027
51.2,36.57402523541947
70.6,-63.08854572428632
76.3,131.31241813156694
80.7,124.92105146120085
75.1,119.00839439602976
78.9,126.93699022516938
103.0,105.87318395041194
76.3,123.5987596332076
87.3,3.3543892989920643
64.1,107.88678343845606
63.6,113.63816491800054
67.3,43.90904995682469
88.8,140.97683311785045
28.6,-244.1879743432492
65.0,9.073469482062308
161.5,290.92323663609466
84.2,45.17707373487006
64.8,55.46360728193404
67.2,119.23331091201368
68.2,52.46802015387322
70.4,53.13997927012967
113.1,-353.6860219427082
102.3,268.79089375414674
28.5,76.00176449328535
153.8,1328.6283099294824
10.6,19.76390884553402
83.4,52.46289333019224
35.8,21.994639334786797
113.8,159.6963920954185
82.8,21.721243044489775
129.3,347.1498891021342
70.5,85.81463703582386
60.1,95.58850572390585
179.9,123.7948630538043
70.9,113.08044352572455
108.4,65.0041134405634
86.5,136.1409362048862
75.4,122.55904594158557
125.1,184.70602942844718
92.4,39.37613489421382
72.3,-106.87387769189775
48.2,45.545597161937245
45.5,56.00899176778899
76.0,48.691708878583285
84.1,126.43246608677904
61.2,99.15294562610825
182.5,280.7488117400721
72.7,128.18396487905372
7.1,-289.6677446256619
90.8,67.5695800100226
230.7,356.92796940748326
44.8,52.11481289634519
73.7,124.40033947792543
89.0,272.1219759638694
62.2,89.57146386061198
87.7,59.01092402561771
76.2,130.29440460046084
72.2,121.99471451456078
52.7,97.8463262606749
60.2,73.93351383214849
36.3,19.370866893805513
89.7,81.90023356046436
68.1,24.105621391893976
60.2,106.18846599699667
82.6,138.19533193968522
88.3,122.4962464365632
39.3,-31.33938924035128
98.1,-665.7572400276191
86.6,146.48917601395672
22.9,72.69041176976424
74.0,123.03432514615685
66.4,112.6500935025133
5.8,-40.217149376825546
33.7,-137.81357639110138
102.7,255.43735462031145
72.6,74.00516728423119
67.6,113.73246369404863
74.4,124.07253171787414
93.3,148.67780881150958
46.1,70.41059180067508
91.1,144.5982355783786
34.4,21.9989315734138
89.1,43.60401928185189
78.2,61.51184774852931
62.6,29.73312473152181
71.4,126.36070424752833
81.2,128.42690988676142
99.8,147.59710889856373
108.3,208.67831302972766
77.1,132.70786155730156
35.5,-357.1300436424137
66.0,116.11914678819858
84.1,41.05784836616682
62.1,109.14540734503707
67.4,127.95242920123806
91.3,40.60650194643211
95.3,124.13622848657536
254.4,1375.5039504857773
83.7,147.47339279206545
103.2,161.57968249940373
82.6,143.4612604963479
79.1,127.98059952399393
79.8,125.01059567789164
83.9,-30.278453300114663
88.5,137.88573308402567
74.3,3.541194623771183
76.6,64.32859257962517
85.6,147.63128493240754
62.9,104.81679733482189
85.8,-150.9424637623706
70.3,116.3564848954174
95.0,67.56440421886924
106.6,156.78215158321765
91.4,182.30504825519773
61.3,105.62068360894366
98.3,152.99692573297972
69.7,120.9491792622276
74.0,124.42701563725473
75.8,180.1761402218758
45.3,-56.63520724515831
97.2,147.59284029503513
17.1,-1.1149571334572386
72.9,122.47801092761719
74.7,123.52029790678999
122.2,161.09142037541926
16.2,41.36800645291032
90.8,41.461920428850846
57.9,86.6621756579746
99.6,110.64689776240164
76.4,120.71191723337742
54.0,92.00486391513152
127.4,481.2817195336242
90.7,143.54490023775298
80.7,74.5572849597608
74.3,111.94446847286078
163.9,135.6534782036814
101.5,190.8842192476441
36.9,-62.342262492790454
81.4,-14.999264344925358
28.3,36.63629328762465
126.4,861.0854336885563
92.0,139.03599072420968
68.1,113.87835925082688
209.3,-44.56597211483795
62.2,75.846750443319
70.0,127.21702621787463
62.1,45.123333195969096
81.3,144.36518479562713
94.5,148.29959571641217
71.5,-40.00042494013071
82.8,132.4953302859123
95.8,142.6304039568539
73.7,73.23276683206495
104.5,216.6578737128
116.0,67.60676730176897
85.4,133.10465372587933
77.0,45.91742834872024
81.1,130.3219400832529
99.0,-907.7775362278741
91.9,141.31635167265335
69.9,119.41381057191003
69.4,110.438191530894
71.1,122.3110877102309
64.0,118.1162022168167
73.6,118.28131139759358
89.2,139.48187463468406
82.0,155.27207306717736
107.9,66.28277658337252
75.2,124.77301919173719
55.6,87.0194334643609
86.0,106.36067476203371
74.9,45.53179391196986
95.2,65.82122453930964
112.8,151.53762930631484
78.5,134.40805407083508
126.1,179.10782961000865
68.1,110.94860341422896
70.3,122.9268971684814
18.4,59.58260760085287
94.0,156.79809504002128
119.1,234.50916973950723
94.1,157.97582388528872
61.3,106.36668673574948
78.1,135.83955969474354
25.8,37.1940898047687
115.4,63.790933701436444
30.7,6.403071007132565
56.0,86.98022251660183
81.9,141.24921346419742
91.7,134.37928005785383
70.5,127.23690508360065
54.4,76.94461808662643
80.7,5.687575117552825
96.2,146.6761157448296
89.5,166.96646127942032
26.9,-303.36776105217984
76.9,131.06468876162165
61.7,110.17883948237282
66.6,114.61076732805316
80.3,144.1364513840453
113.1,171.58749731229318
9.1,-78.69941468495382
47.4,-5.704772245932622
108.1,69.94757345996355
115.6,102.48827567896937
56.6,22.673424060271053
88.1,27.54482707722059
89.4,138.64103857143596
99.1,139.0868027466708
81.6,132.21114134100287
70.1,117.0919214488781
67.8,117.57563323654313
47.4,90.6670986563382
70.0,122.0326804073753
78.1,132.65837006657253
75.3,113.35092952251074
61.0,106.15986537099818
63.8,61.25036752687692
71.2,122.68333723302209
56.7,110.9919856843888
108.1,148.54090740727094
80.2,-48.920237009182955
182.7,137.2453986106567
68.9,77.9077346089635
57.8,41.84331911986706
371.2,560.9723159273817
110.5,166.06364925523025
85.4,127.18006392563069
90.0,197.9692114316272
70.8,129.57650631126057
79.3,142.1587317198601
101.2,173.1777944774064
81.0,142.2877470124297
60.8,53.82939670133741
63.5,123.54127480580505
88.2,134.49150188168292
89.3,137.4455288173551
67.6,72.09975458398753
68.3,66.12271819644295
88.8,136.76435424252213
106.6,153.387841196637
75.1,123.51726646410641
78.4,134.43502584752167
52.3,38.358113950809404
135.3,181.83258924458553
39.6,25.821178919369657
95.0,162.851069837913
94.4,-220.2425144206237
95.6,201.49072691940748
158.1,271.6004835786181
74.6,133.05152813656733
111.2,217.82747885420486
52.8,85.82608995562747
83.7,133.7991789828918
74.9,90.05153792391451
36.3,75.92824905138544
62.2,101.05955086273781
91.0,38.214752606682325
83.3,133.0753492278675
92.1,70.00323621242109
178.9,222.55292259058024
56.6,71.24600570699457
39.5,65.8005210879839
17.4,61.25743221604707
101.7,66.14868220606641
92.1,205.4533262202811
93.4,142.22550260210258
88.0,83.53445419354821
123.2,78.25877824126599
101.5,189.36130342452935
205.8,185.16420731681262
69.7,112.44194359050066
61.6,106.45466222687489
65.0,106.36983165825396
103.3,166.65113514964486
80.0,71.32642354615396
62.1,108.97962220773125
47.9,62.87440448907813
84.2,-181.56251670816386
105.5,-121.96315414471147
144.6,398.23503571319077
86.2,134.73865722332783
114.3,331.24508117378167
74.8,59.08873235340016
65.0,106.63412727056789
163.1,170.12361170521498
65.9,87.09878499271704
71.9,133.91803251050675
122.4,158.5898479174283
64.6,112.77552818509818
104.5,64.64408713446178
21.0,61.81528069714999
96.2,59.84095896891423
218.7,790.1552413599435
167.1,605.1373088493591
170.1,287.90529178966625
36.8,-184.6256938068687
57.9,93.41517990052553
79.8,150.53385279227808
19.7,28.66704297498044
126.7,211.35739842244823
90.6,212.90108769135088
84.4,125.9873907530312
73.4,125.24280036513744
48.9,58.29351706070014
73.1,10.281913442773952
52.0,49.51886352074543
63.7,76.27917602318351
51.8,73.2579251946147
61.1,90.2183358277794
58.2,23.75761493840246
108.3,157.90529164463004
86.2,172.37631325379172
127.6,167.76935795382204
78.2,142.44598743006262
165.7,211.46954614752642
126.9,187.1605183754969
74.0,127.97427170805267
65.5,117.2072226281881
57.3,104.51913168213989
85.6,283.536318375364
90.9,179.07389551734957
61.1,65.1316174393355
54.3,74.86956942590245
52.7,90.05863925901548
92.4,40.03501391705851
85.0,135.09606000648128
60.5,99.71915549525912
102.9,23.66138260191895
98.4,146.7673869258469
26.8,-103.0264714899152
172.2,288.7057054237684
52.6,98.31835844784425
65.1,118.02002918050816
88.8,139.48809676422223
15.9,-62.47849777283116
54.1,82.16979525170728
83.0,60.454661805714544
124.5,189.06418387791234
80.0,150.57464967876257
74.0,43.37534287505651
57.1,-760.317173835674
78.6,65.24648927084876
120.4,196.250145728865
93.6,152.60911783340214
313.3,258.8802931593791
71.2,123.63640063377582
84.2,68.60386518451192
79.9,324.1196654307266
69.5,124.26199876235603
66.1,64.04718947968027
68.0,113.2396191339816
86.9,140.90323457476148
67.3,117.15082151490603
112.4,330.0291462557827
82.2,103.75146635395089
22.2,-159.77274922675525
72.0,115.73008856076883
71.3,122.76405121622955
65.0,123.30029160317312
81.3,131.861664878823
137.2,361.31043700052436
98.7,226.42951855633706
94.1,142.93510164784436
44.6,-31.928153990202816
89.3,22.83684718174559
50621.6,93.2355955632718
110.6,150.13856425427218
62.5,112.53290734059374
72.0,122.6120240634083
103.2,251.19260921711634
120.6,436.87390324170474
92.3,131.43223119640678
40.8,-243.58521902988002
65.7,117.41285512705889
77.1,127.04796893874646
75.3,128.12740059080144
121.3,233.3672247897853
79.1,127.38538230236504
76.4,181.26764138589334
53.2,40.912520680651966
200.2,707.0583905724571
87.9,122.78604393736072
119.6,158.67176711731565
51.8,103.64696389263543
59.2,59.6319623062609
22.3,47.34156697221256
88.2,134.0831369016206
83.9,146.33351878041697
115.0,223.07358849346687
66.5,-275.9483084283134
71.9,123.8133648935724
60.5,101.76609337119149
106.9,209.24231081171615
61.6,111.96105549298738
87.1,49.296364680962014
54.6,45.212605676272766
89.5,45.511378521259736
59.8,89.04727475799945
55.5,105.19918176072228
68.4,119.40468900466813
122.9,225.8305912963134
123.9,121.82912614319969
96.3,142.31688533205977
97.9,148.03131011347796
54.3,81.15466442842677
36.9,-39.25543293621875
72.5,123.48507956539521
14.1,42.107749654551334
39.2,56.33697793059389
89.4,83.12870981452518
239.5,353.4789928913942
84.3,138.52502064267975
77.7,131.06391731977598
9.2,-80.83343444707873
35.6,53.577644422713675
60.2,119.49362815503116
65.6,71.08207161932663
55.0,95.35678909099406
89.8,134.2179052909602
55.7,93.82485687816592
83.7,60.313734033307256
81.7,84.83252849036242
98.1,158.55943685157274
99.9,146.8037815360446
77.1,59.35649293685109
169.6,162.2706174974241
48.0,86.92837960739243
105.2,67.31463519408072
76.7,-86.04379185121118
63.0,-93.27322886717394
59.1,109.314061546652
85.2,144.91921938552755
94.5,88.67412569172444
63.8,108.29525109283827
98.6,372.3070573991608
56.6,95.36283906604015
62.9,113.52746400274418
81.4,150.7762359426951
88.3,138.68147913392488
62.7,111.54183664627519
74.7,119.50673124498726
88.4,132.33463252879227
120.9,178.78243797498294
112.8,123.40795055685004
57.1,105.72464813517202
55.3,108.14111939744308
230.7,199.63141348153175
91.3,153.7578918078828
74.1,134.06558374562675
72.5,116.73368815014683
54.6,90.1755147272629
99.2,195.17585275991593
91.5,180.8557106452343
97.3,232.59059458522003
72.9,126.62220046658075
96.8,207.00978793810992
71.3,151.76076677397668
49.6,-6.641978342420543
110.1,154.54301285123427
43.1,-218.89673169389906
77.9,123.7376906695469
50.4,-25.721678592570044
95.7,280.56985294053806
75.3,124.56712371717305
69.7,117.62311011446178
84.5,126.36642638829022
81.7,125.72755092181882
129.3,413.76276202338505
70.7,119.87818980577822
88.6,124.86687981463277
26.4,41.39137929278047
48.5,114.79214246736827
66.7,75.96816046832437
82.2,129.90327836651588
147.3,63.94428279468303
138.6,190.384657009068
73.2,116.45906922127946
61.7,80.48961502323644
194.7,293.27616146503243
90.1,156.71625063632638
65.7,122.37488750121236
72.5,100.99365365502251
56.6,-8.723002108452299
60.2,81.13405855019548
110.5,288.49824069105495
61.9,-5.505841181797585
95.3,512.163284430616
87.7,137.28163230088464
91.0,136.99994432132678
106.6,155.15204390570892
61.6,92.31702740861249
79.0,124.66695955006612
73.5,-115.71485587400778
95.7,52.91086576589505
120.3,231.109967788971
56.8,98.05696730233808
125.1,85.43714170397317
99.0,52.84280168544207
88.3,132.81196560820013
24.4,45.26401184248597
85.9,145.49990342562205
69.2,125.02231662843064
64.8,111.19676785988213
22.1,73.1890700023848
84.8,172.70651457839978
215.2,-94.61809904428979
145.1,1084.8062796593235
106.5,60.51732762423766
59.7,101.49134690411505
61.2,-83.99400883188548
92.8,170.674835290966
81.1,-42.344281579918444
76.6,152.0797858249082
80.2,129.42827855940536
91.5,-145.62431116764535
99.6,250.5007405025817
89.1,-146.35885990558492
35.8,-36.48024529115551
71.5,46.10137935291799
94.4,176.59730511248225
10.7,22.73178947230039
96.5,11.627523485069446
84.5,193.83114631252283
85.1,139.06371896920106
89.9,149.33934036160264
47.7,94.45444445441615
83.7,131.33320196127892
67.3,117.1356268745123
62.3,9.098513075802138
72.5,128.80536491573247
106.7,150.23076965390106
82.3,129.7602210573263
66.3,112.66321242606313
88.9,-269.0649024048284
120.9,217.9372328327737
89.0,143.33256942005553
69.6,132.63071798273748
174.8,350.80566992243354
85.2,134.053882853147
84.8,137.5653531681826
67.8,119.86548087909125
55.1,58.62777381654609
76.3,78.50637852007813
60.6,101.5689324501457
84.3,136.61485416146303
88.8,145.74590311420943
129.7,171.33662789744807
94.5,144.99571431985794
45.0,87.4987777056628
28.2,-59.13016134429844
66.6,115.94181200348638
105.5,147.41164457229536
43.5,-173.98454162471495
133.0,-465.2764555566738
41.9,86.27025765368256
161.0,197.57931669364734
96.9,95.2052798368116
72.7,41.83504685209926
86.9,134.6122789070849
157.2,549.2691905352317
66.4,116.65754768234652
48.4,62.426374016434444
184.4,216.01241728495728
85.9,132.7792988878736
93.7,235.79789155092416
72.4,119.12027810107958
59.4,92.82871256231442
66.7,115.0739381219934
94.8,145.96049916231044
81.7,135.43930144685334
66.1,111.3299247119707
127.5,-161.0559998134021
82.7,125.55556582129901
76.2,128.88788247777092
109.6,106.31262727834613
74.5,60.03674678919408
244.5,217.58161933039375
17.2,42.91029991901285
97.9,156.01584648294926
75.6,129.7135208615578
60.7,103.83686528331862
86.3,90.61612250162537
81.1,126.99374457450608
80.6,134.5229731283306
104.8,84.22028608508127
67.3,60.292308641608884
97.1,60.208692490921614
9.0,51.71143498573461
71.1,145.92346343868192
97.7,145.02727219818456
93.6,268.4454455529152
86.2,106.72145707036512
77.2,125.39587892810115
63.7,108.80245134751027
29.8,15.606459713888093
73.8,65.18791632859227
66.5,115.52045747774056
76.3,132.3316008829547
85.8,-146.27196481449275
57.1,99.15381632551367
82.9,50.471056233095105
101.1,149.99924209387032
85.4,138.5745286519266
75.4,154.04436848878294
91.4,182.56409373331223
49.0,69.35903862303486
133.9,202.2854299475022
87.1,126.22739560198738
110.7,58.93674912207507
56.7,109.65200828649375
65.5,54.07557069109835
79.0,170.0417020418171
78.2,127.82204630098394
74.5,122.49387608060823
115.9,197.51854125674555
99.0,58.08811214227868
68.5,108.16750900252339
90.3,143.14098177025136
79.7,46.11273794468293
83.2,50.743814120371376
87.9,204.23832731765899
129.9,159.3151668479327
53.4,56.77984404833774
100.2,158.49149687473516
83.5,137.12661131099088
68.3,115.66355770120512
69.1,118.91565446672647
41.7,63.83359702315332
67.3,115.97302381866581
72.2,117.722843471495
117.4,181.31590420984327
76.2,139.7115498805213
61.4,113.97111803782738
65.0,12.567723780949066
25.6,52.322746882416176
77.0,124.06220913778489
68.4,40.45793173277299
71.0,123.97131816023722
225.0,830.1893000959186
74.1,132.4313650774813
12.7,21.73636287305673
77.3,131.523430922721
60.8,-618.5238262292881
106.5,-1.6394754406872138
31.5,-197.8769935823898
74.1,130.82844082713405
123.0,241.68459419850842
45.1,-31.327502663808673
71.8,120.87056214051847
99.4,317.1827726844944
80.2,131.9155111763895
96.0,199.25351821361335
131.5,245.62488983268827
120.0,33.95844733914716
55.2,-49.74693694910596
71.5,121.64987085401674
77.3,132.79884064441924
52.9,23.712207775938793
85.8,124.8111979789245
25.5,20.350924510745706
9.2,-62.8220980637727
102.7,145.5112226883009
83.1,54.026594228740926
91.5,-31.148078066697778
29.0,7.1796363836612755
75.3,124.89105129701764
55.6,74.86726068703774
150.6,159.59645727112013
100.4,169.7078002000776
71.5,116.07289270084965
311.5,192.99641137072317
88.6,141.91689266176908
75.5,129.0601799413915
78.0,60.039994617896355
105.6,180.14437592330648
60.8,65.12351131978808
60.5,100.49756029361527
54.3,91.30841722194663
78.8,131.7287899215172
56.9,85.41352191561244
79.1,86.77067728133666
93.6,148.02772487151682
88.6,147.47353354891146
69.5,119.2171784453597
68.8,116.70529193971753
58.3,93.91694218848747
79.8,72.35334350039895
110.7,219.4480709372716
75.4,-50.45292473862384
112.7,235.86154099895722
13.7,-292.49614684016774
82.4,130.49543806935284
93.7,67.11211196270008
58.6,98.94827344984456
84.2,59.09651527399312
37.9,30.071750509724133
82.5,132.15599579334574
16.3,56.54402539271951
