property type,sqft,Year Built,Occupancy,ENERGY STAR Score,Site EUI (kBtu/ft²),Oil kBtu,Diesel kBtu,Steam kBtu,gas kBtu,Total CO2 tons,Water kgal
Multifamily Housing,112000,1950,100,20,132.8,12724341.6,0,0,993627.2,1117.7,12938.5
Multifamily Housing,85000,1926,100,0,90.5,1242000.2,0,0,6480095.9,493.3,0
Multifamily Housing,73239,1956,90,32,111.7,0,0,0,7251726.8,471.3,658108.6
Multifamily Housing,85923,1959,100,2,182.7,17830675.6,0,0,5588600,1069.4,6236.9
Multifamily Housing,81100,1959,100,62,95.1,11317381,0,0,776913,579.5,0
Multifamily Housing,95980,1951,100,57,83.9,0,0,0,6686096.6,482.1,0
Multifamily Housing,96774,1959,90,8,135,10583393.9,0,0,1064400,984.4,2222
Multifamily Housing,51990,1938,100,0,81.6,7026565.2,0,0,1610,347.3,0
Multifamily Housing,73446,1930,100,56,88,0,0,0,5528100.5,380.4,5243.8
Multifamily Housing,134400,1962,100,64,92.7,8987889.8,0,0,963445.5,960.2,7994.4
Multifamily Housing,166496,1954,100,50,84.5,10352129.4,0,0,1043893.9,1082.4,5912.6
Multifamily Housing,72224,2005,100,76,45,0,0,0,1935199.9,224.8,3395.7
Multifamily Housing,56700,1996,100,28,81.2,0,0,0,2807112,316.1,3868.9
Multifamily Housing,100000,1960,100,82,73.5,11841751.6,0,0,0,571.9,6729.5
Multifamily Housing,125626,1964,100,44,84.3,0,0,0,7139508.6,684.2,6298.8
Multifamily Housing,50694,2000,100,47,86.9,0,0,0,3107096.7,285.5,4363.1
Multifamily Housing,64920,1929,100,94,56.6,5520000.4,0,0,236476.7,280,3113.8
Multifamily Housing,52000,1929,100,42,105.2,4438692.5,0,0,363200,415.7,0
Multifamily Housing,59457,1929,100,54,111.8,5008383.9,0,0,808400,497,0
Mixed Use Property,78000,2008,100,0,24.1,0,0,0,505300,154.4,0
Multifamily Housing,59796,1929,100,29,100.8,0,0,0,5144252,355.2,4122.2
Multifamily Housing,87000,1930,100,51,85.1,5577711.1,0,0,0,589.6,7618.9
Multifamily Housing,77927,1942,100,89,62.2,0,0,0,4023500.4,290.1,2768.5
Multifamily Housing,82330,1938,100,90,57.7,0,0,0,3909100.3,285.7,3109.7
Multifamily Housing,101379,1938,100,97,70.7,0,0,0,6858721.1,393.3,2729.8
Multifamily Housing,90000,1927,100,100,14.5,0,0,0,292706.1,109.3,4804.4
Multifamily Housing,96881,1956,90,100,20.8,219000,0,0,589600,159.9,6592.6
Office,12500,1952,100,0,206.9,0,0,0,2738717.2,361.8,0
Multifamily Housing,83000,1926,100,77,77.1,9470718.6,0,0,609100,481.6,6777.4
"Repair Services (Vehicle, Shoe, Locksmith, etc.)",80000,1927,100,0,53.8,0,0,0,3490463.3,261.2,0
Multifamily Housing,54000,1929,100,11,129,4851141.6,0,0,1495400,502.3,4405.1
Multifamily Housing,118992,1960,100,64,98.9,9641129.3,0,0,609269.7,899.6,0
Multifamily Housing,63573,1928,100,66,82.1,0,0,0,4673799.9,298.6,0
Multifamily Housing,173358,1952,100,100,15.8,0,0,0,603045.5,230.3,0
Multifamily Housing,106097,1937,100,49,101.1,9034495.2,0,0,471260,819,6333
Multifamily Housing,150000,1954,100,100,2.1,0,0,0,51400,26.9,1232.8
Multifamily Housing,150000,1954,100,100,1.8,0,0,0,0,25.6,2522.5
Multifamily Housing,150000,1954,100,100,1.8,0,0,0,0,25.6,2828.3
Multifamily Housing,150000,1954,100,0,6.6,1428852,0,0,0,78.6,879
Multifamily Housing,150000,1954,100,0,1.8,0,0,0,0,25.6,987.4
Multifamily Housing,150000,1954,100,0,2,0,0,0,52600,25.8,0
Multifamily Housing,105420,1951,100,53,94,1103724,0,0,4785162.4,719.8,0
Multifamily Housing,82720,1951,100,81,73.1,4278275.8,0,0,599167.5,497.9,7245.2
Multifamily Housing,81563,1960,100,46,74.7,3948002.4,0,0,205862.5,488.3,3314.6
Multifamily Housing,65580,1952,100,21,145.1,0,0,0,6830244.7,611.7,0
Multifamily Housing,215536,1952,100,97,40.6,2974728.2,0,0,4420224.2,609.9,7357.4
Multifamily Housing,90330,1951,100,35,120.4,3257076,0,0,5626012.8,755.8,10128.7
Multifamily Housing,268608,1985,100,80,30.6,0,0,0,0,763.3,0
Multifamily Housing,182305,1985,100,31,37.6,0,0,0,0,636.9,5817.9
Multifamily Housing,360000,1986,100,99,24.7,0,0,0,2010926.7,743.7,0
Multifamily Housing,124877,1981,100,27,88.4,0,0,0,8320737.2,693.9,7125.9
Multifamily Housing,162470,1973,100,62,75.3,0,0,0,9467045.1,760.3,6624.6
Multifamily Housing,162470,1973,100,54,80.3,0,0,0,10174616.2,807.4,7173.1
Multifamily Housing,538384,1961,100,75,52.9,0,0,0,18418150.2,1910.4,0
Multifamily Housing,448483,1961,100,98,41.8,0,0,0,13300625.8,1195.6,16031.5
Multifamily Housing,399300,1961,100,49,66.9,0,0,0,17968480.1,1765.6,15247.2
Multifamily Housing,99990,1960,100,60,72.3,0,0,0,4702089.1,484.2,6490.1
Multifamily Housing,1008893,1983,100,50,91,0,0,0,66200171.1,5892,0
Multifamily Housing,172805,1982,100,100,24.7,0,0,0,2864974.2,282,6781.1
Mixed Use Property,91193,1961,100,0,136.3,0,0,0,10226807.5,2259,25130.2
Mixed Use Property,106750,1992,100,0,154,0,0,0,9595476.2,1509.2,7089.6
Multifamily Housing,176942,1963,100,73,68.4,0,0,0,8691763.4,778.4,7958.5
Multifamily Housing,356686,1969,100,53,99.4,0,0,0,32242417.4,2009.3,14139.7
Multifamily Housing,344988,1969,100,4,151.3,0,0,0,43735067.8,3108.4,0
Multifamily Housing,356687,1969,100,20,91.1,22769574.8,0,0,0,2616.1,13241.3
Multifamily Housing,146525,1969,100,90,59.5,588570,0,0,6614976.8,540.7,5705.6
Multifamily Housing,75990,1961,100,9,155.9,6003275.6,0,0,6732222,776.7,7318.2
Multifamily Housing,75990,1961,100,11,145.2,4968275.6,0,0,6355316.5,725.7,5549.7
Hospital,187274,1958,100,70,191.5,0,0,0,19467299.4,2556.1,0
Multifamily Housing,114660,1963,100,76,78.7,0,0,0,6716980.2,570.7,5796.6
Multifamily Housing,80300,1963,100,85,67.8,4276050.4,0,0,0,430.3,3928.8
Senior Care Community,295126,1971,100,23,180.2,0,0,0,39462646,3368.4,18390.5
Multifamily Housing,208345,1951,100,45,67.7,0,0,0,11716036.9,843.9,11024.6
Office,61620,1972,90,2,201.3,0,0,0,5268538.9,942.2,1123.1
Multifamily Housing,51150,1939,100,100,9.6,0,0,0,248143.3,35.8,6209.1
Hospital,171780,2010,100,12,253.8,0,0,0,17925783.3,3287.5,0
Multifamily Housing,167717,1950,100,11,112.3,0,0,0,15029924,1151.3,0
Multifamily Housing,271380,1947,100,18,110.7,0,0,0,25752758.8,1766.4,11615.9
Multifamily Housing,177516,1950,100,10,113.4,0,0,0,16063811.4,1230.7,12174.2
Multifamily Housing,250210,1950,100,9,116.7,0,0,0,23724616.4,1767.3,0
Multifamily Housing,120212,1963,100,64,103,9235960.2,0,0,423200,970.3,5272.9
Multifamily Housing,115181,1954,100,61,90.9,0,0,0,8376211.5,639.3,5476.5
Multifamily Housing,156736,1951,100,38,102.3,0,0,0,14230490,923.1,8390.2
Multifamily Housing,254100,1951,100,80,64.2,0,0,0,12913874.6,1001.3,0
Multifamily Housing,199464,1951,100,48,93.4,0,0,0,15595148.9,1110.2,11711.9
Multifamily Housing,94342,1963,100,100,23.2,0,0,0,406300,187.1,4890.8
Multifamily Housing,331877,1950,100,0,96.5,0,0,0,27615454.7,1898.9,0
Multifamily Housing,130440,1940,100,13,151.5,4288847,0,0,17398991.6,1103.1,5817.3
Multifamily Housing,107884,1940,100,100,48.3,828386.4,0,0,4534296.6,295.4,5324.4
Multifamily Housing,151869,1940,100,11,117.2,0,0,0,15563243,1033.6,5229.6
Multifamily Housing,151869,1940,100,17,110.7,0,0,0,14768695,973.8,16846.3
Multifamily Housing,151869,1940,100,11,117.2,0,0,0,15563243,1033.6,11586.8
Multifamily Housing,146025,1952,100,95,72.9,1014852,0,0,9406300.3,604.8,6608.3
K-12 School,66971,1972,100,94,33.2,0,0,0,479871,187.4,0
Multifamily Housing,225968,1952,100,73,70,0,0,0,12556257.6,969.9,0
Multifamily Housing,115654,1940,100,58,109.8,0,0,0,11262288.4,731,0
Multifamily Housing,115654,1940,100,58,109.8,0,0,0,11262288.4,731,7513.2
College/University,45870,1999,100,0,72.3,0,0,0,2587230.9,459.8,0
Multifamily Housing,155340,1955,100,0,97.9,12621524.6,0,0,608664.7,1182.1,6790.8
Multifamily Housing,480359,1952,100,72,85.6,0,0,0,34554643.3,2443.1,30557.9
Multifamily Housing,116784,1950,95,93,76.9,0,0,0,8641100.2,490.3,2386.3
Multifamily Housing,116784,1950,95,38,110.4,0,0,0,11598999.7,736,0
Multifamily Housing,116784,1950,95,29,111.9,0,0,0,11395899.9,760.4,0
Multifamily Housing,116784,1950,95,64,86.4,0,0,0,8600799.8,594.8,5536.2
College/University,165240,1999,100,0,51.2,0,0,0,3479885.3,646.7,1034.6
Multifamily Housing,254682,1966,100,0,63.3,0,0,0,13245100.2,996,13791.1
Multifamily Housing,52000,1961,100,64,87.2,6977279.2,0,0,179485.3,348.6,2036
Multifamily Housing,379680,1973,100,92,50.4,0,0,0,8867891.3,1425.2,27296.4
Multifamily Housing,774950,1947,100,41,81,0,0,0,52341222.8,3749.3,0
Mixed Use Property,17472,1955,100,0,118.2,0,0,0,3523744.4,462.7,3593.5
Parking,70815,2004,100,0,0.7,0,0,0,0,4.4,0
Office,176600,1964,100,7,204.8,22891595,0,0,7290,2955.2,5604.5
Multifamily Housing,66507,1952,100,95,60.8,0,0,0,3377770.2,241,10514.9
Multifamily Housing,188916,1950,100,3,138.6,22980254.2,0,0,722720,1999.1,0
Multifamily Housing,301000,1960,100,84,62.8,0,0,0,14443453.2,1181.5,0
Multifamily Housing,192775,2000,100,33,71.7,0,0,0,9104179.6,1032.3,10971.7
Multifamily Housing,165906,2000,100,4,124.7,0,0,0,13445417.2,1385.6,8313.8
Multifamily Housing,109500,1988,100,100,29.1,0,0,0,2386000.1,200.7,8901.3
Multifamily Housing,119000,1985,100,100,22.9,0,0,0,1853500.1,179.2,0
Multifamily Housing,61178,1991,100,4,130.3,0,0,0,6794391.1,627.1,10044.1
Multifamily Housing,76345,2007,100,98,35.5,0,0,0,1836400.1,178.4,3011.1
Multifamily Housing,540916,2004,95,55,72.8,0,0,0,28995800.2,2504.4,0
Office,67000,1962,100,0,120.6,0,0,0,4032100.3,735.2,7246.4
Multifamily Housing,98516,1963,90,15,97.6,1656000,0,0,6225664.8,629.9,5552
Multifamily Housing,58089,1962,95,63,96.7,0,0,0,4514287.3,342.2,6409.9
College/University,227110,1972,100,0,187.7,0,0,0,29331647.9,2791.5,0
Retail Store,64684,1950,100,0,858.7,0,0,5350314.2,48787925.7,4889.6,0
Multifamily Housing,15300,1950,100,1,640.1,0,0,0,8401121.5,575.4,0
"Repair Services (Vehicle, Shoe, Locksmith, etc.)",49146,1950,100,0,91.7,0,0,2230857,322267.7,408.8,0
Multifamily Housing,13800,1949,100,1,469.2,827784.6,0,0,5199120.2,386.8,0
Multifamily Housing,48000,1947,100,4,139.3,0,0,0,5735539.6,392.9,0
Retail Store,55620,2000,100,0,88.9,0,0,796398,2598856,555,0
Multifamily Housing,16000,1950,100,5,256.2,0,0,0,3510642.1,241.1,0
Multifamily Housing,16000,1949,100,0,536.5,1097124.8,0,0,6890905.2,513,0
Multifamily Housing,115000,1952,100,10,130.4,25125631.8,0,0,0,1158.5,7585.9
Retail Store,149981,2000,100,83,92.2,0,0,0,1597509,1079.9,0
Multifamily Housing,52844,1992,100,97,50.5,0,0,0,2122585.3,174.3,1975.6
Multifamily Housing,16000,1950,100,1,359.5,0,0,0,4935040.6,337.9,0
Multifamily Housing,120000,1951,100,58,90.4,9817245.4,0,0,4192880,748.7,7265.5
K-12 School,335192,1962,100,74,68.7,0,0,0,15421500,1524.6,5045.6
Medical Office,188000,1950,95,79,52.1,0,0,0,2002527,829.5,0
Multifamily Housing,157333,1950,100,32,86.2,0,0,0,11565000.4,799.1,7970.1
Multifamily Housing,353010,1961,100,80,73.5,0,0,0,19840753.6,1620,11271.6
Multifamily Housing,135000,1949,100,71,79.3,0,0,0,9044798.7,634.4,0
Multifamily Housing,210000,1949,100,97,52.1,0,0,0,8328476.3,685.3,10611
Multifamily Housing,555000,1949,100,71,64.7,0,0,0,28948655.1,2182.6,0
Multifamily Housing,134300,1940,100,25,94.2,19404732.2,0,0,538373,972.4,0
Multifamily Housing,107988,1949,100,3,180.2,1160856,0,0,17125175.1,1115.4,0
Multifamily Housing,12150,1949,100,0,90.7,0,0,0,889296,66.9,0
Multifamily Housing,27600,1949,100,97,59.6,0,0,0,1375344,98.2,0
Multifamily Housing,120600,1949,100,21,133.7,0,0,0,13996752.1,941.2,8458.6
Multifamily Housing,147700,1949,100,17,137.9,0,0,0,17705767.7,1187.4,28094.9
Multifamily Housing,10875,1949,100,0,104.9,0,0,0,947804,68.3,0
Multifamily Housing,215000,1950,100,64,96.1,0,0,0,18174773.6,1197.1,0
Multifamily Housing,567924,1952,100,81,66.7,0,0,0,30170928.2,2320.2,0
Multifamily Housing,243396,1965,100,65,82.8,0,0,0,16731416,1206.9,9954.7
Multifamily Housing,189308,1952,100,77,67.1,0,0,0,10067106.5,779,7017.5
Multifamily Housing,152364,1952,100,9,150.5,0,0,0,20114923.5,1329.5,0
Multifamily Housing,221621,1950,100,6,158.7,0,0,0,31162888.7,2027.4,0
Multifamily Housing,752308,1965,100,83,58.4,0,0,0,34932443.7,2690.4,24570.6
Multifamily Housing,235472,1952,100,20,149.1,0,0,0,33200797.4,1940.6,0
Multifamily Housing,124662,1950,100,1,174,0,0,0,18795160.8,1266.8,0
Multifamily Housing,82800,1948,100,26,141.6,10773383.6,0,0,5761800.4,759.3,5130
Multifamily Housing,82400,1948,100,31,136.3,20115985,0,0,538900,833.9,2092.4
Multifamily Housing,135900,1948,100,34,134.5,21445199.4,0,0,6651899.8,1232.4,8416.3
Multifamily Housing,214152,1956,100,52,78,0,0,0,13219305.6,1024.9,0
Multifamily Housing,403347,1951,100,57,85,0,0,0,29538470.9,2011,0
Multifamily Housing,238730,1951,100,60,82.5,0,0,0,16971796.8,1154.1,0
Multifamily Housing,196243,1951,100,53,88.2,0,0,0,15012278.9,1009.6,0
Multifamily Housing,152101,1951,100,61,81.8,0,0,0,10652783.1,732.5,0
Multifamily Housing,133469,1963,100,59,74.7,0,0,0,7542392.6,625.3,8227.8
Multifamily Housing,72976,1976,100,70,71,0,0,0,3842449,328.3,2098.3
Multifamily Housing,61578,1961,100,94,76.9,0,0,0,4488341.9,261.2,3876.6
Multifamily Housing,105336,1960,100,100,7.1,0,0,0,213314,60.9,6542.9
Multifamily Housing,240500,1962,95,82,69.4,0,0,0,12944985.4,1035,10653.8
Retail Store,157745,1980,100,83,47.2,0,0,0,1779329.7,620.5,311059.3
Office,119623,1967,100,79,77.2,0,0,0,11319597.3,1045.3,5777.2
Multifamily Housing,281941,1992,100,97,37.6,0,0,0,7491630.4,685.9,0
Multifamily Housing,145500,1998,100,75,55.3,0,0,0,5664463.7,521.7,0
Other,53445,1954,100,0,344.6,0,0,0,9185599.7,1344.8,0
Senior Care Community,97081,1959,95,6,98,0,0,0,3153882.8,757.4,0
Multifamily Housing,121968,1952,100,4,119.2,21303529.8,0,0,350795.4,1136.7,0
Multifamily Housing,217014,1952,100,69,84.8,32275578.2,0,0,342982.1,1395.2,0
K-12 School,76000,2005,100,96,31.5,0,0,0,890206.2,186.7,593.7
Multifamily Housing,85976,1948,100,1,153.1,801779.8,0,0,8343448.4,883.1,0
Multifamily Housing,110352,1948,100,30,144.8,414000,0,0,14015832.4,922.6,0
Multifamily Housing,136840,1948,100,1,184.3,828276,0,0,17498416.4,1637.7,0
Multifamily Housing,110616,1948,100,1,191.4,0,0,0,15248129.4,1359.2,0
Multifamily Housing,127512,1948,100,1,174.4,1790412,0,0,15183126,1444.3,0
Multifamily Housing,92400,1948,100,1,193.8,502320,0,0,13225532.2,1132.2,0
Multifamily Housing,96976,1948,100,1,15059.3,1017612,0,0,14389332.5,134943.3,7100.5
Multifamily Housing,113498,1948,100,1,162.1,1662071.8,0,0,12128699.8,1210.3,14710.9
Multifamily Housing,85712,1948,100,1,201.1,0,0,0,12522277.3,1102.7,0
Multifamily Housing,102960,1948,100,1,16519.6,689447.8,0,0,8752599.8,157485.6,0
Multifamily Housing,105160,1948,100,2,146.2,0,0,0,9785880.5,1038.4,0
Senior Care Community,381993,1972,100,7,194.3,10598400,0,0,48745396.9,6215.1,22127.2
Multifamily Housing,117560,1948,100,1,154.7,339756,0,0,10855006.2,1253.6,11288.5
Multifamily Housing,89250,1926,100,49,92.4,0,0,0,7029424.3,486.5,5061.3
Multifamily Housing,74188,1938,100,16,92.6,0,0,0,5035800.2,437.6,0
Multifamily Housing,150000,1930,100,32,86.6,0,0,0,10936862.9,771.2,0
Supermarket/Grocery Store,68120,1985,100,100,22.3,0,0,0,6316.9,161.2,1693.2
Non-Refrigerated Warehouse,115600,2007,100,0,5.8,0,0,0,200518.8,54.6,1507.4
Self-Storage Facility,83850,1957,100,0,12.1,0,0,0,555100,71.9,38.2
Social/Meeting Hall,73750,1960,100,0,46.9,0,0,0,1265800.1,271,1869.8
Multifamily Housing,78010,1890,100,35,70.2,0,0,0,3798699.7,357.7,4621.2
Multifamily Housing,80500,1927,100,92,60,344074.9,0,0,3527462.2,302.4,0
Multifamily Housing,60000,1931,100,25,100.2,0,0,0,5256500,349.4,0
Multifamily Housing,65800,1928,100,39,95.6,10858391.8,0,0,0,483,0
Multifamily Housing,77000,1929,100,71,84.4,7033722.2,0,0,2039700,456.7,3851
Multifamily Housing,77700,1939,100,87,65.8,0,0,0,4562699.7,293.4,0
Multifamily Housing,55600,1928,100,62,97.3,0,0,0,4585900.4,319.8,0
Multifamily Housing,71436,1925,100,74,78.3,0,0,0,4324563,347.5,4458.4
Multifamily Housing,58300,1931,95,71,71.8,0,0,0,3442821.1,252,3260.2
Multifamily Housing,111230,1937,100,94,52.7,276000,0,0,4616899.5,358,2488.8
Multifamily Housing,79584,1987,100,27,103.6,0,0,0,8207900,439.3,0
Multifamily Housing,72816,1955,100,71,86.9,4962247.8,0,0,286261.3,488.8,4941.6
Multifamily Housing,66481,1970,100,86,60.5,690938.4,0,0,2659979.7,261.3,2580.8
Multifamily Housing,82767,1938,100,81,75,0,0,0,5170199.9,371,4849
Multifamily Housing,107250,1969,90,20,101.2,0,0,0,8826900,656.5,9327.4
Multifamily Housing,61092,1961,100,71,80.4,0,0,0,3830100,304.1,0
Multifamily Housing,114648,2013,100,0,78.4,0,0,0,6699700.1,568.1,6987.6
Multifamily Housing,62515,2013,100,65,78.2,0,0,0,3817199.9,302.2,1753.8
Multifamily Housing,53166,1933,100,44,106.7,0,0,0,4881000.4,332.6,898.1
Multifamily Housing,65976,1938,100,27,102.4,0,0,0,5566539.5,405.9,0
Non-Refrigerated Warehouse,47072,1928,100,0,93.2,0,0,0,3130870.7,401.3,0
Office,125000,1941,100,0,158.1,0,0,0,13147241.8,1312.3,2456.1
Senior Care Community,144700,2009,100,64,95.5,0,0,0,5717736.1,1055.4,4179.4
Office,81613,1974,100,77,84.7,0,0,0,4029509.7,481.4,3213.6
Non-Refrigerated Warehouse,39409,1925,100,90,23.2,0,0,0,423600,105.1,0
Distribution Center,147403,1931,100,94,8.7,0,0,0,483515.1,117.8,0
Other,56000,1944,20,0,21.7,0,0,0,1189650,65.4,159.4
Multifamily Housing,61478,1970,100,74,67.6,292175.2,0,0,2754360,271.5,0
Multifamily Housing,90440,1960,100,43,82.1,0,0,0,5722204.4,461.7,4434.1
Multifamily Housing,54600,1970,100,94,59.1,43800,0,0,2646990.3,193.6,1709.3
Multifamily Housing,118450,1960,100,82,76.7,0,0,0,7335600.1,551.8,3996.1
Multifamily Housing,176144,1970,100,65,88.9,3864910.8,0,0,13509580.6,1189.3,8122.1
Multifamily Housing,167390,1960,100,44,100.6,397045.4,0,0,12342248.1,1066.3,0
Multifamily Housing,93394,1954,100,56,75.6,579600,0,0,5631299.8,426.3,0
Multifamily Housing,85020,1953,100,0,96.4,1104000,0,0,6625665.9,505.1,7754.2
Multifamily Housing,281079,1966,100,2,147.7,1655448.4,0,0,36022702.4,2409,0
Multifamily Housing,55208,1952,100,81,83.8,189888,0,0,3737079.2,279.5,3192.3
Multifamily Housing,69104,1950,100,80,83.3,414000,0,0,4769199.9,341.1,5238.6
Multifamily Housing,106957,1951,100,79,72.3,479379,0,0,5538599.8,493.8,4634.9
Multifamily Housing,55208,1952,100,83,82,213900,0,0,3637699.6,273.5,3175.5
Multifamily Housing,117143,1949,100,50,87.9,0,0,0,8207900,629.6,9073.1
Multifamily Housing,109821,1949,100,30,94.1,0,0,0,7429099.9,664.1,8515.8
K-12 School,179024,1931,100,90,51.4,0,0,0,8307900.3,524.5,2408.7
Multifamily Housing,275000,1955,100,74,79,0,0,0,17648900,1315.2,14896.9
Multifamily Housing,197864,1968,100,41,116.1,1932000,0,0,17376913,1423.7,10638
Multifamily Housing,71465,1952,100,96,69.2,381459.6,0,0,4242132.8,286.9,3269
Multifamily Housing,75729,1952,100,81,88,517168.8,0,0,5518799.9,394.6,4284.1
Multifamily Housing,130348,1952,100,90,68,637319.6,0,0,6829000.2,545.7,0
Multifamily Housing,66175,1952,100,89,75.4,316296,0,0,3982799.7,302,3343.3
Multifamily Housing,66175,1952,100,74,92.9,374173.2,0,0,5142400.1,363.1,2985.5
Multifamily Housing,66175,1952,100,73,93.5,291180,0,0,5210900,364.9,3078.2
Multifamily Housing,63054,1952,100,100,35.3,176667.6,0,0,1299729.5,153.6,3308.6
Office,52758,1924,95,86,60.2,2842799.8,0,0,150250.3,262.1,1627.8
Office,60675,2009,100,59,62.6,0,0,0,0,352.6,501.9
Multifamily Housing,61000,1928,100,99,44.8,0,0,0,1856000,180,0
Multifamily Housing,98748,1937,95,55,85,0,0,0,6905858,504.7,6195.7
Multifamily Housing,51282,1941,95,19,120.7,0,0,0,5525857.9,355,4643.3
Multifamily Housing,110538,1941,95,73,76.5,0,0,0,6967696.7,508.2,8806.8
Multifamily Housing,136000,1933,100,83,77.4,1466554,0,0,9472399.7,587.6,59.1
Multifamily Housing,110150,1979,100,87,68.4,0,0,0,6065197.2,458.5,0
Multifamily Housing,81181,1929,100,78,70.4,0,0,0,4633874.2,346.3,7111.2
Multifamily Housing,66466,2013,95,68,73.6,0,0,0,3817199.9,302.2,3371.5
Multifamily Housing,65916,1962,100,16,131.8,67150.8,0,0,7254200.1,517.5,8374.8
Multifamily Housing,88900,1957,95,55,92.3,2294664,0,0,5536890.1,520.4,9273.9
Multifamily Housing,62652,1962,95,27,104.7,1832640,0,0,4287296.8,421.4,6214.9
Multifamily Housing,112816,1961,100,46,98.4,0,0,0,9313999.8,660.9,0
Multifamily Housing,83394,1954,95,53,88.6,2081868,0,0,4757532.5,477.4,8981.4
Multifamily Housing,82284,1957,100,35,115.7,276000,0,0,8069199.8,560.6,8149.8
Multifamily Housing,127200,1942,100,69,86.5,3473459.8,0,0,8847799.7,637.4,52.3
Multifamily Housing,50070,1927,100,6,148.6,1462800.2,0,0,5959699.8,440.5,8593.6
Multifamily Housing,55440,1920,100,18,109.1,5520027.6,0,0,2431400,413.5,6604.6
Multifamily Housing,73280,1952,100,92,94.6,1048275.6,0,0,6267925,384.5,6669
Multifamily Housing,122203,1951,100,26,117,321492,0,0,12051900.1,843.3,0
Multifamily Housing,122640,1959,100,28,99,1104000,0,0,9714600.2,730.8,6268.3
Multifamily Housing,103730,1951,100,61,88.7,439345.3,0,0,7036099.9,566.9,0
Multifamily Housing,124600,1940,100,57,102,18551092.2,0,0,233146,997.4,14393.7
Multifamily Housing,179273,1951,100,20,132.8,569525.2,0,0,19866699.9,1410.7,20027.6
Multifamily Housing,53580,2004,100,73,69.6,0,0,0,2817211,234.1,1597.9
Multifamily Housing,51058,1952,100,22,126,690275.8,0,0,5087116.7,388.5,3667.8
Multifamily Housing,57124,1966,100,68,95.9,536820,0,0,4114357.6,340.2,4958.9
Multifamily Housing,66912,1959,100,63,79.8,0,0,0,4356100,322.8,0
Multifamily Housing,59402,1952,100,6,150.7,0,0,0,7750852.7,523,0
Multifamily Housing,61050,1959,100,49,97.6,0,0,0,4839599.8,361.1,2685.5
Multifamily Housing,98000,1959,100,1,536.7,0,0,0,51271553.5,2845.8,5221.4
Multifamily Housing,68796,1955,100,76,93.4,0,0,0,5450763.6,379.8,0
Multifamily Housing,109366,1949,100,39,97.4,0,0,0,9082799.9,627.8,0
Office,47125,1953,100,77,87.9,502044,0,0,4409200,337.2,3346.3
Multifamily Housing,150903,1953,100,99,59.9,0,0,0,7963306.6,522.9,7700.4
Multifamily Housing,126714,1958,100,53,81.9,597598,0,0,8188900.1,632.9,8862
Multifamily Housing,175240,1956,100,44,100.1,966055.4,0,0,13956238.8,1064.8,0
Multifamily Housing,417533,1958,100,100,8,2638283.8,0,0,0,285.1,15106.2
