ptype,floor_area,build_year,occupy,star,site_eui,ngas,water_use
Multifamily Housing,58800.0,1939,100,48.0,92.5,4794085.6,2270.3
Multifamily Housing,80600.0,1961,100,51.0,85.0,5834000.2,4862.3
Multifamily Housing,66125.0,1961,100,34.0,103.5,6021300.0,3579.4
Multifamily Housing,71000.0,1940,100,87.0,72.3,5025936.2,2688.7
Multifamily Housing,52682.0,1936,100,67.0,80.2,3681340.9,4278.8
Multifamily Housing,79102.0,1936,100,95.0,64.5,4461521.5,1595.7
Multifamily Housing,78000.0,1964,100,68.0,66.6,3965327.1,3855.6
Multifamily Housing,63350.0,1932,100,63.0,71.7,3927100.1,318.9
Multifamily Housing,53550.0,1937,100,69.0,83.3,3941099.9,1894.1
Multifamily Housing,60800.0,1986,100,64.0,82.4,3964709.6,2623.4
Multifamily Housing,67100.0,1941,100,58.0,91.5,5205100.0,5875.9
Multifamily Housing,62417.0,1932,100,88.0,66.5,3973300.2,3433.3
Multifamily Housing,70450.0,1936,100,56.0,92.2,5787500.3,6553.7
Multifamily Housing,66960.0,1963,100,48.0,97.9,5610499.9,3075.2
Multifamily Housing,60300.0,1938,100,94.0,81.5,4196899.7,4507.0
Multifamily Housing,53700.0,1941,100,99.0,65.6,2990700.2,6760.8
Multifamily Housing,50220.0,1941,100,88.0,94.5,4319100.0,10179.5
Multifamily Housing,61272.0,1928,100,93.0,66.7,3712400.4,3914.4
Multifamily Housing,61000.0,1948,100,84.0,75.6,3632500.3,4525.0
Multifamily Housing,91980.0,1940,100,85.0,58.9,4362500.0,2905.4
Multifamily Housing,67200.0,1932,100,16.0,124.1,8207900.0,3642.2
Multifamily Housing,120000.0,1936,100,58.0,79.7,8193300.1,5698.7
Multifamily Housing,66500.0,1930,100,64.0,60.1,3547300.3,5112.9
Multifamily Housing,62250.0,1929,100,39.0,97.4,5355700.1,936.1
Multifamily Housing,150660.0,1929,100,64.0,75.7,9506824.4,9706.0
Multifamily Housing,76422.0,2010,100,72.0,52.3,2362000.0,3528.2
Hospital (General Medical & Surgical),113300.0,1929,100,70.0,216.0,12436686.2,7196.6
Multifamily Housing,54000.0,1940,100,1.0,201.6,4758197.6,2358.9
Multifamily Housing,62905.0,1935,100,81.0,71.2,4069800.2,2678.8
Multifamily Housing,94740.0,1932,100,60.0,81.3,6215800.4,5818.9
Multifamily Housing,55080.0,1936,100,75.0,81.7,3970700.0,3068.5
Multifamily Housing,66000.0,1939,100,100.0,12.8,71700.0,4231.7
Multifamily Housing,120000.0,1933,100,84.0,76.3,7800196.7,6454.8
Multifamily Housing,50400.0,1932,100,22.0,118.4,5572675.7,3619.4
Multifamily Housing,58800.0,1931,100,92.0,57.8,2934431.2,2446.9
Multifamily Housing,65001.0,1929,95,50.0,102.5,5924017.6,7120.0
Multifamily Housing,66000.0,1922,100,100.0,62.1,3413399.8,4386.2
Multifamily Housing,52530.0,1935,100,64.0,85.0,3855848.0,3270.9
Multifamily Housing,78021.0,1926,100,87.0,67.3,4510624.3,1403.0
Multifamily Housing,74060.0,1937,100,59.0,82.0,5362100.0,4311.2
Multifamily Housing,81666.0,1939,100,99.0,63.9,4417199.8,3096.8
Multifamily Housing,62215.0,1936,100,23.0,102.0,5701700.2,3247.4
Multifamily Housing,82110.0,1939,100,78.0,67.3,4689199.9,1244.5
Multifamily Housing,68500.0,1961,100,29.0,95.8,5504700.2,5186.2
Multifamily Housing,57500.0,1961,100,30.0,93.6,4445899.9,8408.7
Multifamily Housing,63000.0,1976,100,41.0,119.8,6515500.2,4168.5
Multifamily Housing,58650.0,1940,100,56.0,82.3,4117599.8,3017.0
Multifamily Housing,78200.0,1940,100,68.0,79.1,5485127.1,3417.8
Multifamily Housing,89990.0,1962,100,38.0,104.3,7576077.8,7364.6
Multifamily Housing,52000.0,1938,100,82.0,72.8,3761122.1,3740.3
Multifamily Housing,105005.0,1957,100,87.0,69.1,5924910.3,4643.0
Multifamily Housing,63000.0,1931,100,74.0,68.6,3696200.4,3986.4
Multifamily Housing,120000.0,1939,100,80.0,86.0,8259664.3,6841.7
Multifamily Housing,128160.0,1952,100,68.0,80.3,8850444.0,6169.9
Multifamily Housing,68000.0,1927,100,13.0,111.9,5146999.8,6309.4
Multifamily Housing,69000.0,1931,100,84.0,83.5,4969012.9,4605.8
Multifamily Housing,51000.0,1940,100,65.0,81.1,3555585.1,317.5
Multifamily Housing,58621.0,1921,100,76.0,73.4,3623800.1,4831.3
Multifamily Housing,123666.0,1941,100,100.0,57.2,5828300.2,5978.2
Multifamily Housing,132000.0,1954,100,23.0,110.7,13137600.2,6664.5
Multifamily Housing,90000.0,1963,100,81.0,64.4,4719799.9,3037.8
Multifamily Housing,84460.0,1959,100,46.0,80.7,5418034.7,9746.8
Multifamily Housing,97192.0,1962,100,67.0,74.7,6289199.9,6029.6
Multifamily Housing,50400.0,1931,100,72.0,78.4,3519900.0,3551.8
Office,57893.0,1964,100,65.0,110.2,7069899.9,5293.2
Multifamily Housing,56600.0,1931,100,70.0,74.8,3608000.1,3939.9
Multifamily Housing,80000.0,1931,100,9.0,130.4,9479500.5,0.0
Multifamily Housing,110355.0,1931,100,93.0,55.3,4952399.6,5198.3
Multifamily Housing,66990.0,1941,100,74.0,77.4,4366462.0,4950.6
Multifamily Housing,96600.0,1937,100,79.0,73.9,6111400.4,6097.8
Multifamily Housing,89720.0,1958,100,43.0,91.3,6657972.6,5581.9
Multifamily Housing,81564.0,1959,100,19.0,89.5,5829903.1,3958.9
Multifamily Housing,134517.0,1953,100,100.0,54.5,7335699.8,4901.5
Multifamily Housing,58535.0,1962,100,15.0,97.6,4277300.4,4383.4
Multifamily Housing,71820.0,1986,100,87.0,68.9,3784162.4,6036.8
Senior Care Community,153600.0,1970,100,14.0,155.1,16573393.4,9090.3
Multifamily Housing,139554.0,1972,100,35.0,112.1,12914799.8,9538.8
Multifamily Housing,149175.0,1963,100,35.0,110.1,14236657.9,6.0
Multifamily Housing,190579.0,1967,95,42.0,91.0,669110.0,8283.9
Multifamily Housing,440000.0,1962,95,59.0,88.9,665299.7,21874.3
Retail Store,133137.0,2001,100,56.0,76.6,2904059.8,1611.8
Multifamily Housing,144583.0,1965,100,16.0,119.1,13875823.4,9332.0
Multifamily Housing,102416.0,1960,100,4.0,145.6,9826900.3,8471.5
Multifamily Housing,147001.0,1974,100,2.0,106.0,5966830.6,11602.0
Multifamily Housing,159610.0,1971,100,43.0,90.6,10891899.7,11091.6
Multifamily Housing,66755.0,2010,100,79.0,71.5,3754709.9,3387.2
Multifamily Housing,364529.0,1960,100,63.0,110.7,36599403.4,22803.6
Multifamily Housing,229233.0,2011,100,100.0,44.8,8174661.0,9213.2
Multifamily Housing,438400.0,1960,100,79.0,88.1,33576703.4,26603.0
Multifamily Housing,113477.0,1960,100,18.0,127.2,12149145.7,6855.1
Multifamily Housing,59312.0,1962,100,73.0,89.1,4342328.0,0.0
Multifamily Housing,54015.0,1951,100,47.0,112.5,4959932.0,4093.2
Multifamily Housing,82110.0,1939,95,67.0,70.1,5058161.9,3408.2
Multifamily Housing,62215.0,1962,100,50.0,83.4,4267000.1,2838.1
Multifamily Housing,79000.0,2009,100,33.0,69.9,2958099.8,1628.7
Multifamily Housing,125150.0,1962,100,66.0,79.9,7997026.7,7280.8
Multifamily Housing,53650.0,1958,100,42.0,100.7,4182423.7,4281.1
Multifamily Housing,94915.0,1959,100,45.0,90.1,6685550.1,4934.7
Multifamily Housing,80000.0,1962,100,21.0,127.4,8307070.9,5473.5
Multifamily Housing,84005.0,1963,100,39.0,95.3,445200.0,1007.6
Multifamily Housing,156480.0,1957,100,7.0,141.0,10483257.5,9120.2
Multifamily Housing,76752.0,1958,100,93.0,61.1,3641150.2,3434.3
Multifamily Housing,125451.0,1957,100,59.0,76.8,6794160.4,7545.6
Multifamily Housing,73700.0,1954,100,86.0,66.0,4035292.6,2334.0
Office,66688.0,2012,100,100.0,18.5,139500.0,444.7
Multifamily Housing,59100.0,1961,100,53.0,92.3,4417599.9,4020.0
Multifamily Housing,88861.0,1970,100,93.0,56.3,3658049.6,3988.7
Multifamily Housing,50024.0,1957,100,78.0,71.1,2807819.7,2237.5
Multifamily Housing,177000.0,1957,100,90.0,43.5,3845099.8,8214.9
Multifamily Housing,97928.0,1961,100,45.0,85.2,6854100.0,6667.9
Multifamily Housing,106300.0,1951,100,91.0,72.5,6689099.9,4837.9
Multifamily Housing,51800.0,1964,100,63.0,88.3,3772499.9,2616.7
Multifamily Housing,67272.0,1960,100,34.0,111.0,4649993.4,2707.9
Multifamily Housing,201375.0,1962,95,55.0,87.6,14940955.2,74.0
Multifamily Housing,109624.0,1969,100,68.0,73.5,6298693.5,6121.3
Multifamily Housing,85695.0,1955,100,71.0,67.7,4207642.9,2642.7
Multifamily Housing,120263.0,1956,100,86.0,55.7,5020406.0,4395.7
Multifamily Housing,59700.0,1963,100,93.0,70.3,4037899.9,3108.9
Multifamily Housing,67684.0,1964,100,40.0,106.6,5836509.6,5868.5
Multifamily Housing,107900.0,1955,100,41.0,99.4,9466500.2,6472.9
Multifamily Housing,44769.0,2006,100,5.0,101.4,2660730.3,2800.7
Multifamily Housing,623800.0,1964,90,2.0,161.7,91889580.8,31313.4
Multifamily Housing,623806.0,1964,90,100.0,24.5,6230439.9,69068.9
Multifamily Housing,767493.0,1965,100,52.0,89.0,52363221.3,584744.6
Multifamily Housing,60719.0,2007,100,100.0,49.0,2461100.1,2359.5
Multifamily Housing,50400.0,1939,100,15.0,106.3,4025899.8,1947.2
Multifamily Housing,106200.0,1931,100,54.0,90.3,8446300.0,7758.4
Multifamily Housing,100333.0,1946,100,90.0,64.0,5692300.2,3954.0
Multifamily Housing,81032.0,1941,100,59.0,78.9,5247399.8,3540.5
Multifamily Housing,71400.0,1939,100,48.0,83.1,4727599.7,4595.1
Multifamily Housing,102564.0,1928,100,66.0,89.7,8095999.9,8443.3
Multifamily Housing,51348.0,1961,100,46.0,89.1,3752599.8,5485.4
Multifamily Housing,55800.0,1932,100,30.0,96.8,4696900.1,8527.3
Multifamily Housing,62790.0,1933,100,67.0,93.7,4437344.4,4673.5
Multifamily Housing,79391.0,1964,100,30.0,93.6,6150699.8,0.0
K-12 School,87750.0,1932,100,100.0,26.2,796360.0,897.5
Multifamily Housing,64000.0,1963,100,28.0,90.8,4607500.0,4506.1
Multifamily Housing,90000.0,1963,100,56.0,78.0,5732199.7,6451.0
Multifamily Housing,84240.0,1962,100,67.0,86.7,5681500.1,4855.6
Multifamily Housing,62451.0,1940,100,38.0,91.1,5054400.2,4649.6
Multifamily Housing,60714.0,2007,100,100.0,17.3,0.0,2118.4
Multifamily Housing,75000.0,1961,100,64.0,81.6,4876854.7,4614.9
Multifamily Housing,167750.0,1952,100,59.0,89.6,12035498.5,6818.5
Multifamily Housing,164143.0,1952,100,57.0,91.4,12011733.8,6751.2
Multifamily Housing,112701.0,1962,95,64.0,83.2,7713487.9,6545.5
Multifamily Housing,55674.0,1963,100,14.0,113.1,5415300.0,4735.6
Multifamily Housing,64123.0,1963,100,71.0,81.6,4262202.5,3098.4
Multifamily Housing,62100.0,1934,100,71.0,76.3,4166816.6,3228.7
Multifamily Housing,84000.0,1941,100,86.0,61.5,4355899.4,2854.5
Multifamily Housing,52850.0,1961,95,35.0,99.3,4013700.0,4544.3
Multifamily Housing,83490.0,1938,100,68.0,79.6,5822215.1,3632.8
Multifamily Housing,343600.0,1953,100,22.0,101.1,28425864.8,16935.0
Multifamily Housing,114300.0,1963,100,31.0,110.4,10771600.2,7257.2
Multifamily Housing,84263.0,1962,100,60.0,95.1,6171899.8,4425.3
Multifamily Housing,120870.0,1961,100,66.0,90.4,8534000.2,7260.4
Multifamily Housing,72450.0,1940,100,58.0,86.8,5608700.1,5405.2
Multifamily Housing,97157.0,1963,100,33.0,91.1,6481881.0,6074.2
Multifamily Housing,57000.0,1930,100,76.0,77.9,3873311.5,3029.2
Multifamily Housing,84016.0,1961,100,59.0,78.9,5121499.8,2989.2
Multifamily Housing,69586.0,1957,100,21.0,79.0,3730209.4,3999.3
Multifamily Housing,69443.0,1961,100,70.0,74.4,4167501.9,2.3
Multifamily Housing,114548.0,1962,100,77.0,74.6,6124443.5,6811.4
Multifamily Housing,119662.0,1953,100,39.0,81.0,7514399.8,6596.6
Multifamily Housing,117500.0,1961,100,71.0,80.5,7893664.8,6124.9
Multifamily Housing,201528.0,1953,100,42.0,79.8,12349156.1,9251.2
Multifamily Housing,151790.0,1961,100,64.0,78.4,9447228.3,6855.9
Multifamily Housing,225999.0,1960,100,100.0,45.5,8035311.9,8393.1
Multifamily Housing,127426.0,1960,100,1.0,166.8,17160495.0,16428.7
Multifamily Housing,65625.0,1930,100,55.0,75.9,4430693.5,3542.8
Multifamily Housing,146706.0,1957,100,95.0,47.9,5839857.9,611.6
Retail Store,78593.0,1950,100,6.0,164.4,3729254.1,2786.5
Multifamily Housing,585000.0,1958,100,70.0,72.5,31688430.5,27463.2
Multifamily Housing,127500.0,1954,100,68.0,74.0,6681543.6,7307.0
Multifamily Housing,54678.0,1959,100,28.0,101.6,3974125.4,0.0
Multifamily Housing,154012.0,1962,100,46.0,90.2,11642100.3,11339.7
Multifamily Housing,64600.0,1955,100,77.0,76.7,4487600.1,4588.2
Multifamily Housing,32216.0,2006,100,98.0,25.7,91749.3,2138.8
Multifamily Housing,108151.0,1957,100,83.0,66.6,6143899.5,4227.2
Multifamily Housing,83160.0,1957,100,79.0,73.2,4501355.0,4895.0
Multifamily Housing,94100.0,1954,100,100.0,24.6,490260.7,3908.8
Multifamily Housing,62784.0,1924,100,59.0,78.2,4087699.9,2329.4
Multifamily Housing,64170.0,1930,100,81.0,66.6,3464068.9,4361.7
Multifamily Housing,75600.0,1931,100,98.0,65.7,4123599.8,3643.5
Multifamily Housing,69782.0,1931,100,98.0,67.6,3999900.1,8552.6
Multifamily Housing,77047.0,1927,100,83.0,68.0,4466100.2,3975.5
Multifamily Housing,54878.0,1929,100,89.0,95.5,4366900.2,11845.7
Multifamily Housing,58250.0,1929,100,74.0,70.3,3375000.0,3905.0
Multifamily Housing,78375.0,1940,100,45.0,104.4,6999962.0,6190.1
Multifamily Housing,82486.0,1963,100,42.0,94.4,6587399.7,5950.7
Office,61593.0,1963,100,100.0,25.9,830799.9,5249.9
Multifamily Housing,134493.0,1929,100,96.0,52.6,5994000.1,5664.5
Multifamily Housing,75564.0,1940,100,86.0,65.9,4101299.9,6365.2
Multifamily Housing,70560.0,1936,100,85.0,67.6,4163923.4,2475.6
Multifamily Housing,63000.0,1941,100,92.0,58.4,3034247.1,0.0
Multifamily Housing,117600.0,1930,80,94.0,53.1,5149736.3,6858.9
Multifamily Housing,70650.0,1930,95,54.0,86.8,5233210.7,7385.7
Multifamily Housing,170256.0,1957,100,51.0,78.2,10252577.2,10843.8
Office,70723.0,1941,100,82.0,86.8,5764500.3,5106.8
Multifamily Housing,78420.0,1941,100,81.0,71.5,4633666.7,3097.7
Multifamily Housing,685393.0,1964,100,21.0,109.8,65027065.5,46917.4
Multifamily Housing,88740.0,1922,100,92.0,79.0,5822397.1,11584.9
Multifamily Housing,271000.0,1963,100,70.0,56.6,10086000.5,7281.5
Multifamily Housing,57000.0,1930,90,78.0,71.8,3542899.8,2240.5
Multifamily Housing,68600.0,1930,100,66.0,78.0,4575456.5,6604.7
Multifamily Housing,65450.0,1922,100,69.0,78.1,4959199.9,5065.0
Multifamily Housing,146688.0,1955,100,82.0,69.5,7616148.9,10752.3
Multifamily Housing,53400.0,1941,100,47.0,85.3,3818900.1,2735.6
Multifamily Housing,116000.0,1926,100,97.0,56.0,5403299.7,6998.0
Multifamily Housing,52360.0,1922,100,100.0,12.8,7300.0,8264.6
Multifamily Housing,113850.0,1953,100,13.0,114.9,11304199.7,0.0
Multifamily Housing,113851.0,1953,100,68.0,82.0,6742664.8,7386.1
Multifamily Housing,124124.0,1937,100,100.0,55.9,5772500.2,4859.2
Multifamily Housing,65100.0,1931,100,83.0,61.9,3484012.4,6335.9
Multifamily Housing,94080.0,1939,100,65.0,67.9,4818209.1,3179.3
Multifamily Housing,84600.0,1938,100,100.0,57.4,5575966.1,4053.7
Multifamily Housing,86505.0,1951,100,56.0,91.4,6816153.3,7707.9
Multifamily Housing,66992.0,1951,100,100.0,43.6,2799796.8,3640.3
Multifamily Housing,83370.0,1930,100,68.0,78.7,5501494.9,6443.9
Multifamily Housing,63000.0,1935,100,92.0,75.5,4628849.1,2571.8
Multifamily Housing,69000.0,1950,100,100.0,17.3,141800.0,3915.4
Multifamily Housing,72705.0,1950,100,88.0,70.4,4177899.9,4731.4
Distribution Center,71172.0,2006,100,72.0,21.8,871800.0,302.0
Multifamily Housing,149521.0,1966,95,61.0,82.0,9742516.6,7753.1
Multifamily Housing,149520.0,1965,95,63.0,84.1,10324717.0,7498.6
Multifamily Housing,149520.0,1966,95,100.0,27.0,1591664.8,7950.8
Multifamily Housing,149520.0,1966,95,80.0,70.8,8375262.2,13738.3
Multifamily Housing,149520.0,1966,95,50.0,83.3,9390250.5,7472.4
Multifamily Housing,78396.0,1959,100,10.0,99.4,6074908.4,6622.0
Multifamily Housing,100471.0,1959,100,1.0,186.5,17343599.7,13204.7
Multifamily Housing,96000.0,1951,100,65.0,86.0,6717000.0,8037.0
Multifamily Housing,84368.0,1950,100,50.0,81.9,5065012.2,8033.8
Multifamily Housing,87001.0,1955,100,85.0,81.1,5986856.9,5651.5
Multifamily Housing,70200.0,1931,100,74.0,74.5,4410673.2,3732.8
Non-Refrigerated Warehouse,90000.0,1940,100,8.0,61.6,1482581.4,272.3
Distribution Center,160534.0,1987,100,90.0,14.1,1121100.0,1174.0
Non-Refrigerated Warehouse,62108.0,1947,100,23.0,103.8,6201255.1,84.5
Distribution Center,177386.0,1971,100,39.0,53.4,7198351.5,1852.8
Senior Care Community,123140.0,1975,100,22.0,167.4,13668539.9,14369.7
Residence Hall/Dormitory,107544.0,1975,100,31.0,90.7,3943457.5,15801.1
Senior Care Community,130147.0,1975,100,10.0,125.9,5624600.2,10801.9
Multifamily Housing,59840.0,1964,100,13.0,110.1,4682943.3,1303.6
Senior Care Community,125835.0,2006,100,11.0,129.8,10502219.9,5243.8
Multifamily Housing,52580.0,1967,100,7.0,134.4,6079800.0,3921.1
Multifamily Housing,76300.0,1928,100,57.0,81.5,5261200.2,4477.1
Multifamily Housing,100300.0,1963,90,36.0,88.4,6634500.0,6386.1
Multifamily Housing,72715.0,2007,75,62.0,48.0,1858500.0,2269.6
Multifamily Housing,121000.0,1956,100,84.0,64.4,6361200.0,5420.0
Multifamily Housing,116565.0,1991,100,90.0,76.2,8103900.4,6640.5
Multifamily Housing,75705.0,1932,100,86.0,67.5,4358150.1,3133.6
Multifamily Housing,56000.0,1931,100,69.0,80.4,3955493.8,10.0
Multifamily Housing,42700.0,1929,100,4.0,142.2,5525004.2,4935.2
Multifamily Housing,56702.0,1935,100,74.0,78.4,3854990.9,4504.2
Multifamily Housing,54187.0,1930,100,98.0,65.5,3461396.8,7462.6
Multifamily Housing,95000.0,1929,100,91.0,59.7,4811355.5,6360.1
Multifamily Housing,90000.0,1929,100,100.0,5.7,40984.6,30.3
Multifamily Housing,50400.0,1929,100,94.0,72.3,3192632.2,2486.5
Multifamily Housing,62280.0,1926,100,84.0,87.2,4831638.9,1893.3
Multifamily Housing,112200.0,1928,100,84.0,69.1,6773076.1,6478.5
Multifamily Housing,185174.0,1967,95,54.0,91.4,13316771.7,9228.2
Multifamily Housing,107519.0,1929,100,39.0,78.5,5881961.1,9344.7
Multifamily Housing,86100.0,1928,100,70.0,77.3,5804800.1,216.4
Multifamily Housing,106050.0,1929,100,97.0,54.4,4722300.3,5555.8
Multifamily Housing,79000.0,1931,90,74.0,59.1,3799800.0,4191.7
Multifamily Housing,84420.0,1928,100,93.0,58.7,4066839.1,5315.0
Multifamily Housing,84420.0,1928,100,64.0,73.1,5129000.1,3114.9
Multifamily Housing,103716.0,1941,100,86.0,68.2,6065483.9,6220.8
Multifamily Housing,57960.0,1935,100,60.0,80.6,3557821.8,2765.5
Multifamily Housing,79683.0,1931,100,84.0,62.1,4175099.9,4326.0
Multifamily Housing,120000.0,1980,100,72.0,77.5,7328300.0,8046.9
Multifamily Housing,85381.0,1932,100,58.0,77.2,5098000.1,6781.8
Multifamily Housing,100800.0,1931,100,76.0,70.3,5953399.9,9182.2
Multifamily Housing,155347.0,1953,100,65.0,60.5,7577946.8,7490.2
Multifamily Housing,63959.0,1932,100,99.0,63.8,3420600.3,3093.9
Multifamily Housing,62500.0,1927,100,91.0,72.7,3486899.9,3998.6
Multifamily Housing,67666.0,1934,100,65.0,75.5,4388900.1,5727.8
Multifamily Housing,125000.0,1942,100,52.0,88.4,9445822.1,8896.6
Multifamily Housing,81900.0,1951,100,100.0,10.3,0.0,5783.5
Multifamily Housing,129990.0,1978,100,52.0,88.8,9221200.0,7163.3
Multifamily Housing,139328.0,2000,100,35.0,90.9,9393072.8,8015.8
Multifamily Housing,92244.0,2000,100,55.0,84.7,5847259.9,4484.2
Multifamily Housing,92406.0,2000,100,70.0,78.4,5619305.3,7254.5
Multifamily Housing,64753.0,2000,100,33.0,95.7,4623607.5,3317.3
Multifamily Housing,68402.0,2000,100,49.0,83.7,4194825.6,4865.6
Multifamily Housing,92455.0,2000,100,41.0,84.2,5847723.8,4510.6
Multifamily Housing,93642.0,2007,95,2.0,116.0,6625520.2,5692.4
Multifamily Housing,157183.0,2000,100,82.0,79.6,10807817.4,4888.5
Multifamily Housing,93105.0,2000,100,65.0,77.3,5438459.8,4510.3
Multifamily Housing,167846.0,1935,100,75.0,76.3,10755057.7,9547.7
Multifamily Housing,151239.0,1961,100,90.0,58.7,7233820.6,6651.0
Multifamily Housing,94500.0,1940,100,75.0,60.2,4670837.1,3295.9
Multifamily Housing,63000.0,1938,100,76.0,65.2,3248900.3,7710.4
Multifamily Housing,66700.0,1939,100,52.0,69.0,3598799.9,2713.1
Multifamily Housing,196782.0,1970,100,92.0,59.1,8950750.0,10095.2
Multifamily Housing,81745.0,1999,100,2.0,87.6,2620520.9,8848.9
Multifamily Housing,114258.0,1962,100,66.0,76.0,7313500.2,5207.6
Multifamily Housing,106440.0,1964,100,76.0,75.2,6283813.8,8530.5
Multifamily Housing,190997.0,1986,100,35.0,69.6,10755799.5,5423.2
Multifamily Housing,290160.0,1955,100,100.0,37.8,7365874.4,13057.6
Multifamily Housing,145000.0,1961,100,97.0,83.6,9760531.9,13323.6
Multifamily Housing,78438.0,1970,100,81.0,62.2,3556860.1,3913.1
Multifamily Housing,87446.0,1970,100,87.0,61.4,4213740.3,4376.9
Multifamily Housing,51112.0,2007,90,87.0,53.5,1274617.3,2880.0
Multifamily Housing,153192.0,1965,100,58.0,89.6,10668109.2,9261.3
Multifamily Housing,157500.0,1966,100,71.0,86.9,10571728.4,14150.9
Multifamily Housing,61299.0,1970,100,57.0,73.5,3137943.1,2930.8
Senior Care Community,66242.0,1969,100,33.0,135.8,4981548.5,10001.3
Multifamily Housing,167440.0,1960,100,72.0,75.3,8601511.3,10668.7
Multifamily Housing,144750.0,1972,100,57.0,68.7,7634232.5,6212.6
Senior Care Community,89472.0,1976,100,89.0,103.9,6723400.4,6716.8
Multifamily Housing,175820.0,2005,100,100.0,4.2,114200.0,1487.1
Multifamily Housing,110000.0,1962,100,46.0,90.2,7693459.5,4179.4
Multifamily Housing,267505.0,1953,100,60.0,82.1,17107869.1,499586.5
Multifamily Housing,174294.0,1953,100,57.0,91.6,12271079.8,9227.3
Distribution Center,60117.0,2006,100,44.0,23.8,604500.0,50.0
Non-Refrigerated Warehouse,59022.0,1962,100,35.0,36.5,245170.0,405.4
Multifamily Housing,68827.0,2008,100,5.0,94.7,4400322.4,3959.4
Multifamily Housing,227195.0,2007,100,93.0,50.0,9132649.9,9988.7
Non-Refrigerated Warehouse,80000.0,1931,100,64.0,34.7,1307496.7,20.9
Multifamily Housing,73639.0,2006,100,68.0,82.0,5092279.1,4661.9
Multifamily Housing,155680.0,2007,100,79.0,50.9,4458827.4,4414.3
Multifamily Housing,74097.0,2005,100,59.0,50.0,1680970.0,3882.5
Multifamily Housing,120638.0,2007,100,80.0,44.8,1514414.9,5309.7
Multifamily Housing,105137.0,2010,100,60.0,60.1,3184267.1,4179.6
Multifamily Housing,66926.0,2008,95,43.0,59.3,2195600.1,1433.3
Medical Office,37500.0,2006,100,1.0,469.7,17119829.8,1592.8
Office,66800.0,1949,100,85.0,52.4,14959.1,1811.8
Worship Facility,29240.0,2004,100,89.0,31.3,539345.3,385.4
Office,102949.0,1923,100,1.0,250.6,3255799.7,7523.0
Multifamily Housing,61484.0,2006,100,29.0,60.8,1276140.0,3411.9
Office,199365.0,1984,100,94.0,46.3,1958456.8,3644.0
Distribution Center,90000.0,1954,100,80.0,80.5,2524753.3,119717.5
Office,1418610.0,1985,100,71.0,68.6,1127106.0,26010.5
Distribution Center,55580.0,1916,100,92.0,25.8,986876.7,181.4
Multifamily Housing,171325.0,1961,100,86.0,68.2,9408251.1,7123.7
Multifamily Housing,395000.0,1951,100,92.0,74.9,25058714.9,16182.9
Multifamily Housing,75075.0,1932,100,94.0,82.0,47846.7,3331.1
Multifamily Housing,76320.0,1942,100,58.0,100.9,6096588.0,6782.8
Multifamily Housing,70900.0,1930,100,34.0,100.9,226506.7,5711.1
Multifamily Housing,57946.0,1928,100,29.0,109.1,4715825.1,5559.5
Multifamily Housing,77300.0,1931,100,17.0,118.4,454904.6,3607.3
Multifamily Housing,78000.0,1931,100,80.0,73.8,2165600.0,4221.3
Multifamily Housing,79896.0,1927,100,1.0,196.8,6596000.1,6176.8
Multifamily Housing,154836.0,1932,100,88.0,71.2,9197430.9,7567.4
Multifamily Housing,58650.0,1942,100,33.0,95.0,4721119.0,2767.0
Distribution Center,61284.0,1965,100,79.0,35.6,2653801.8,669.8
Multifamily Housing,61056.0,1942,100,80.0,80.1,3771876.8,3199.5
Multifamily Housing,68248.0,1940,100,77.0,68.9,3848129.9,3336.2
Multifamily Housing,65687.0,1927,100,38.0,94.9,5333099.8,3216.6
Multifamily Housing,70000.0,1929,100,95.0,85.2,347185.0,529.3
Multifamily Housing,83405.0,1930,100,77.0,78.1,5483599.9,6694.0
Multifamily Housing,151450.0,1938,100,80.0,70.1,8988020.2,8818.8
Multifamily Housing,60000.0,1936,100,86.0,62.5,2941100.1,1805.8
Multifamily Housing,57486.0,1936,100,90.0,57.3,2630977.6,2419.2
Multifamily Housing,64819.0,1936,100,74.0,82.2,4563042.1,2898.0
Multifamily Housing,79830.0,1931,100,54.0,97.9,5877096.4,5763.8
Multifamily Housing,84000.0,1931,100,38.0,95.7,6922596.6,5472.2
Multifamily Housing,61950.0,1930,100,30.0,74.8,3955087.2,2579.6
Multifamily Housing,84070.0,1936,100,76.0,64.4,4148593.7,5177.3
Multifamily Housing,65820.0,1941,100,20.0,119.3,1806105.1,4598.0
Multifamily Housing,65280.0,1941,100,1.0,181.4,5685738.6,4284.3
Multifamily Housing,68495.0,1970,100,81.0,71.8,4122841.3,3432.1
Multifamily Housing,68495.0,1970,100,86.0,68.4,3937420.2,3209.1
Multifamily Housing,89781.0,1928,95,61.0,98.6,6923499.9,5703.3
Multifamily Housing,77524.0,1964,100,66.0,72.2,4439576.9,3993.8
Multifamily Housing,66216.0,1926,95,41.0,87.0,3400399.9,3647.5
Multifamily Housing,59274.0,1940,100,60.0,79.9,3889917.0,276.1
Supermarket/Grocery Store,66167.0,1977,100,62.0,253.3,4879700.1,3052.1
Multifamily Housing,77164.0,1936,100,74.0,69.1,4308099.8,3628.1
Multifamily Housing,75255.0,1937,100,83.0,66.6,3872200.1,31968.8
Multifamily Housing,77164.0,1931,100,61.0,80.6,5263838.8,5481.7
